"UID","Xsugg","Ysugg","Type","Unit","Walker","PassGrid","Section","FragNo","Material","MatSimple","PrimBlank","SecBlank","Length","Thickness","Width","ToolType","SubType","BifaceComp","ProjNotes"
"6185-3455-S-L2057",706182.2,3973452,"grid","6185-3455",28,30,"S",2057,"o","o","flake","broken flake",10.7,2.7,10.7,"n","","",""
"6185-3455-S-L2058",706187.3,3973457.6,"grid","6185-3455",28,30,"S",2058,"o","o","flake","flake",13.1,2.5,9,"n","","",""
"6185-3455-S-L2059",706180.4,3973450.5,"grid","6185-3455",28,30,"S",2059,"o","o","flake","flake fragment",9.4,2,13.4,"n","","",""
"6185-3455-S-L2060",706188.6,3973458.2,"grid","6185-3455",28,30,"S",2060,"o","o","flake","flake fragment",11.9,2.3,6,"n","","",""
"6185-3455-S-L2061",706184.6,3973451.4,"grid","6185-3455",28,30,"S",2061,"o","o","flake","flake",7.9,1.2,5.6,"n","","",""
"6185-3455-V-L2124",706181.6,3973453.2,"grid","6185-3455",28,30,"V",2124,"o","o","flake","broken flake",16,3.5,12.7,"n","","",""
"6185-3455-V-L2125",706185.3,3973456.1,"grid","6185-3455",28,30,"V",2125,"o","o","chip","chip",5.5,0.6,5.7,"n","","",""
"6185-3465-S-L2072",706180.2,3973469.1,"grid","6185-3465",81,30,"S",2072,"wc","c","flake","broken flake",27.5,10.2,29.8,"n","","",""
"6185-3465-S-L2073",706187.5,3973462,"grid","6185-3465",81,30,"S",2073,"wc","c","core","bipolar core/pe",29.4,13.2,19.6,"pe","pe","",""
"6185-3465-S-L2074",706184.5,3973469.6,"grid","6185-3465",81,30,"S",2074,"wc","c","flake","flake",34.4,9.7,25.5,"n","","",""
"6185-3465-S-L2075",706184.6,3973464.5,"grid","6185-3465",81,30,"S",2075,"wc","c","flake","flake fragment",14.4,3.4,9.9,"n","","",""
"6185-3465-S-L2076",706189.3,3973460.4,"grid","6185-3465",81,30,"S",2076,"o","o","core","blade core fragment",37.6,6.2,11.5,"n","","",""
"6185-3465-S-L2077",706188.9,3973468.8,"grid","6185-3465",81,30,"S",2077,"o","o","flake","flake fragment",24.8,3.8,16.6,"n","","",""
"6185-3465-S-L2078",706185.4,3973462.9,"grid","6185-3465",81,30,"S",2078,"o","o","flake","flake fragment",14.9,2.4,14.4,"n","","",""
"6185-3465-S-L2079",706182.8,3973467.5,"grid","6185-3465",81,30,"S",2079,"o","o","blade","blade segment",19.9,2.4,8.1,"n","","",""
"6185-3465-S-L2080",706180.7,3973469.4,"grid","6185-3465",81,30,"S",2080,"o","o","shatter","shatter",11.3,5.4,17.1,"n","","",""
"6185-3465-S-L2081",706189.1,3973462.1,"grid","6185-3465",81,30,"S",2081,"o","o","flake","flake fragment",12.3,3.1,14.4,"n","","",""
"6185-3465-S-L2082",706183.9,3973465.9,"grid","6185-3465",81,30,"S",2082,"o","o","flake","broken flake",10.3,2.6,13.1,"n","","",""
"6185-3465-S-L2083",706185.7,3973469.8,"grid","6185-3465",81,30,"S",2083,"o","o","shatter","shatter",10.8,4.3,5.7,"n","","",""
"6185-3465-S-L2084",706185.2,3973462.9,"grid","6185-3465",81,30,"S",2084,"o","o","flake","broken flake",8.4,2.5,12,"n","","",""
"6185-3465-S-L2085",706183.7,3973466.2,"grid","6185-3465",81,30,"S",2085,"o","o","flake","flake fragment",13.3,3,11.9,"n","","",""
"6185-3465-S-L2086",706186.9,3973465.2,"grid","6185-3465",81,30,"S",2086,"o","o","shatter","shatter",8.1,3.8,10,"n","","",""
"6185-3465-S-L2087",706184.3,3973465.1,"grid","6185-3465",81,30,"S",2087,"o","o","blade","blade fragment",10.5,1.5,9.6,"n","","",""
"6185-3465-S-L2088",706188.1,3973469.5,"grid","6185-3465",81,30,"S",2088,"o","o","blade","proximal blade fragment?",10.4,2.1,10.8,"n","","",""
"6185-3465-S-L2089",706180.1,3973465.6,"grid","6185-3465",81,30,"S",2089,"o","o","flake","flake fragment",8.3,2.6,13.7,"n","","",""
"6185-3465-S-L2090",706182.7,3973468,"grid","6185-3465",81,30,"S",2090,"o","o","shatter","shatter",8.9,2.8,9.1,"n","","",""
"6185-3465-S-L2091",706189.9,3973466,"grid","6185-3465",81,30,"S",2091,"o","o","flake","flake fragment",7.4,1.2,7.3,"n","","",""
"6185-3465-S-L2092",706186.7,3973465.8,"grid","6185-3465",81,30,"S",2092,"o","o","shatter","shatter",8,2.1,6.5,"n","","",""
"6185-3465-S-L2093",706186.9,3973467.2,"grid","6185-3465",81,30,"S",2093,"o","o","shatter","shatter",9.7,3.2,8,"n","","",""
"6185-3465-V-L2062",706180.7,3973465.2,"grid","6185-3465",81,30,"V",2062,"wc","c","core","bipolar core/pe",26.1,9.2,23.1,"pe","pe","",""
"6185-3465-V-L2063",706187.6,3973465.7,"grid","6185-3465",81,30,"V",2063,"wc","c","flake","flake fragment",12.3,3.5,8.6,"n","","",""
"6185-3465-V-L2064",706181.1,3973469.8,"grid","6185-3465",81,30,"V",2064,"rc","c","blade","blade",28.3,4.4,10.2,"n","","",""
"6185-3465-V-L2065",706188.1,3973461.2,"grid","6185-3465",81,30,"V",2065,"o","o","flake","flake",19.5,3.5,12.4,"flake scraper","scraper","",""
"6185-3465-V-L2066",706184.3,3973460.1,"grid","6185-3465",81,30,"V",2066,"o","o","blade","blade segment",8.8,2.2,7.4,"n","","",""
"6185-3465-V-L2067",706182.2,3973466,"grid","6185-3465",81,30,"V",2067,"o","o","shatter","shatter",13.2,5.1,7.1,"n","","",""
"6185-3465-V-L2068",706183.8,3973461.6,"grid","6185-3465",81,30,"V",2068,"o","o","blade","blade segment",10.9,2.1,9.9,"n","","",""
"6185-3465-V-L2069",706180.3,3973465.8,"grid","6185-3465",81,30,"V",2069,"o","o","spall","spall",14.2,3.9,3.7,"n","","",""
"6185-3465-V-L2070",706180.5,3973460.7,"grid","6185-3465",81,30,"V",2070,"o","o","flake","flake fragment",11.3,3.2,8.1,"n","","",""
"6185-3465-V-L2071",706182.9,3973464.3,"grid","6185-3465",81,30,"V",2071,"o","o","flake","flake fragment",11.1,2.2,11.6,"n","","",""
"6185-3475-S-L2048",706188.7,3973470.6,"grid","6185-3475",59,30,"S",2048,"wc","c","flake","flake fragment",22.8,6.7,14.2,"n","","",""
"6185-3475-S-L2049",706182.5,3973477,"grid","6185-3475",59,30,"S",2049,"wc","c","flake","broken flake",11.1,7.2,18.6,"n","","",""
"6185-3475-S-L2050",706187.5,3973470.7,"grid","6185-3475",59,30,"S",2050,"wc","c","flake","flake fragment",11.3,3.6,11,"n","","",""
"6185-3475-S-L2051",706185.6,3973472.6,"grid","6185-3475",59,30,"S",2051,"o","o","flake","broken flake",10.6,3.2,14,"n","","",""
"6185-3475-S-L2052",706189.7,3973473.3,"grid","6185-3475",59,30,"S",2052,"o","o","flake","flake fragment",12.3,3.8,8,"n","","",""
"6185-3475-S-L2053",706180.1,3973472.2,"grid","6185-3475",59,30,"S",2053,"o","o","flake","flake fragment",8,1.7,7.9,"n","","",""
"6185-3475-V-L2163",706182.4,3973476.5,"grid","6185-3475",59,30,"V",2163,"o","o","flake","flake",12.4,2.8,9.7,"n","","",""
"6185-3475-V-L2164",706182.7,3973475.3,"grid","6185-3475",59,30,"V",2164,"o","o","flake","flake fragment",12.3,2.7,5.4,"n","","",""
"6185-3475-V-L2165",706180.5,3973476.9,"grid","6185-3475",59,30,"V",2165,"o","o","chip","chip",6.4,2.1,6.3,"n","","",""
"6185-3475-V-L2166",706185.3,3973475.2,"grid","6185-3475",59,30,"V",2166,"wc","c","flake","flake fragment",17.8,3.6,12.8,"n","","",""
"6185-3475-V-L2167",706183,3973477.7,"grid","6185-3475",59,30,"V",2167,"wc","c","shatter","shatter/pe",24.2,11.4,15.1,"n","","",""
"6185-3485-S-L2139",706186.8,3973486.6,"grid","6185-3485",47,30,"S",2139,"o","o","shatter","shatter",4.9,2.3,7.1,"n","","",""
"6185-3485-S-L2140",706185.2,3973481.6,"grid","6185-3485",47,30,"S",2140,"o","o","shatter","shatter",8.7,2.8,7.2,"n","","",""
"6185-3485-S-L2141",706182.8,3973486,"grid","6185-3485",47,30,"S",2141,"o","o","flake","broken flake",11.6,2,6,"n","","",""
"6185-3485-S-L2142",706183.5,3973487.3,"grid","6185-3485",47,30,"S",2142,"o","o","shatter","shatter",7.7,2,4.8,"n","","",""
"6195-3455-S-L2135",706191.1,3973459.2,"grid","6195-3455",29,30,"S",2135,"o","o","blade","blade segment",9.8,2.9,12.6,"retouched blade","marginal","",""
"6195-3455-S-L2136",706199.3,3973459.9,"grid","6195-3455",29,30,"S",2136,"o","o","flake","flake",9.8,2.6,14.2,"n","","",""
"6195-3455-S-L2137",706197.1,3973458.3,"grid","6195-3455",29,30,"S",2137,"o","o","flake","flake",10.1,2.4,9.6,"n","","",""
"6195-3465-S-L2107",706193.5,3973466.3,"grid","6195-3465",28,30,"S",2107,"o","o","blade","blade segment",17.4,3.6,9.7,"retouched blade","marginal","",""
"6195-3465-S-L2108",706195.7,3973461.8,"grid","6195-3465",28,30,"S",2108,"o","o","flake","flake fragment",8.6,8,7.2,"n","","",""
"6195-3465-V-L2143",706192.5,3973469.1,"grid","6195-3465",28,30,"V",2143,"o","o","flake","broken flake",10.8,2.6,11.4,"n","","",""
"6195-3465-V-L2144",706197,3973464.6,"grid","6195-3465",28,30,"V",2144,"o","o","spall","spall?",16.5,4.5,5.7,"n","","",""
"6195-3475-S-L2114",706195.1,3973478.3,"grid","6195-3475",81,30,"S",2114,"o","o","core","core tablet",14.1,7.2,20.8,"n","","",""
"6195-3475-S-L2115",706191.9,3973470,"grid","6195-3475",81,30,"S",2115,"o","o","shatter","shatter",16.3,4,8.2,"n","","",""
"6195-3475-S-L2116",706190.8,3973478.1,"grid","6195-3475",81,30,"S",2116,"o","o","flake","broken flake",17.5,3.7,13.5,"n","","",""
"6195-3475-S-L2117",706193.1,3973473.2,"grid","6195-3475",81,30,"S",2117,"o","o","flake","flake fragment",20.9,3.6,17,"pe","pe","",""
"6195-3475-S-L2118",706198.5,3973472,"grid","6195-3475",81,30,"S",2118,"o","o","shatter","shatter",13.6,4.7,6.7,"n","","",""
"6195-3475-S-L2119",706195.6,3973471.6,"grid","6195-3475",81,30,"S",2119,"o","o","flake","flake fragment",16.3,4,9.5,"n","","",""
"6195-3475-S-L2120",706199,3973472.5,"grid","6195-3475",81,30,"S",2120,"o","o","flake","broken flake",10.2,3,8.8,"n","","",""
"6195-3475-S-L2121",706191.3,3973470.6,"grid","6195-3475",81,30,"S",2121,"o","o","flake","broken flake",8.2,2.3,7.6,"n","","",""
"6195-3475-S-L2122",706196.7,3973475.5,"grid","6195-3475",81,30,"S",2122,"o","o","flake","flake fragment",2.8,3.6,8.4,"n","","",""
"6195-3475-S-L2123",706190.1,3973479.2,"grid","6195-3475",81,30,"S",2123,"o","o","blade","blade segment",13.7,2.1,7.3,"biface fragment","indeterminate","n","tang only"
"6195-3475-S-L2133",706193.9,3973478.4,"grid","6195-3475",59,30,"S",2133,"o","o","chip","chip",8.2,0.8,5,"n","","",""
"6195-3475-V-L2128",706194.4,3973475.4,"grid","6195-3475",81,30,"V",2128,"o","o","shatter","shatter",11.3,3.3,9.9,"n","","",""
"6195-3485-V-L2126",706197,3973485.5,"grid","6195-3485",59,30,"V",2126,"o","o","flake","flake fragment",12.9,2.4,7.4,"n","","",""
"6195-3485-V-L2127",706192.3,3973489.5,"grid","6195-3485",59,30,"V",2127,"wc","c","shatter","shatter",14.8,4.6,8,"n","","",""
"6195-3995-V-L2159",706198.6,3973996.9,"grid","6195-3995",29,30,"V",2159,"o","o","blade","blade segment",16.8,2.4,10.7,"retouched blade","marginal","",""
"6195-3995-V-L2160",706199.1,3973991.2,"grid","6195-3995",29,30,"V",2160,"o","o","shatter","shatter",7.2,3.2,9.1,"n","","",""
"6235-2455-S-L2215",706230.7,3972454.3,"grid","6235-2455",49,34,"S",2215,"o","o","blade","proximal blade segment",16.8,2.8,9.7,"n","","",""
"6245-2455-V-L2216",706247,3972457,"grid","6245-2455",69,34,"V",2216,"rc","c","flake","flake fragment?",14.8,2.4,9.8,"n","","",""
"6315-3395-V-L1634",706319.6,3973397.5,"grid","6315-3395",80,16,"V",1634,"wc","c","flake","flake fragment",19,5.1,14.1,"pe","pe","",""
"6325-3365-V-L1632",706325.7,3973368.4,"grid","6325-3365",50,15,"V",1632,"wc","c","flake","broken flake",19.5,6.1,17.9,"n","","",""
"6335-1875-S-L747",706337.3,3971875.2,"grid","6335-1875",NA,1,"S",747,"wc","c","shatter","shatter",46.8,12.8,22.5,"n","","",""
"6335-1875-S-L748",706337.6,3971878,"grid","6335-1875",NA,1,"S",748,"wc","c","flake","flake fragment",27.3,13.9,43.7,"n","","",""
"6335-1875-S-L749",706336,3971875.8,"grid","6335-1875",NA,1,"S",749,"wc","c","shatter","shatter",38,12.7,23.4,"n","","",""
"6335-1875-S-L750",706333.3,3971879.3,"grid","6335-1875",NA,1,"S",750,"wc","c","flake","flake",29.6,11.8,21.7,"n","","",""
"6335-1875-S-L751",706330.9,3971871.5,"grid","6335-1875",NA,1,"S",751,"wc","c","flake","flake fragment",30.3,11.3,30,"n","","",""
"6335-1875-S-L752",706331.9,3971878.7,"grid","6335-1875",NA,1,"S",752,"wc","c","shatter","shatter",18.6,6.7,13.5,"n","","",""
"6335-1875-S-L753",706333.5,3971871.1,"grid","6335-1875",NA,1,"S",753,"wc","c","flake","flake fragment",16.2,4.5,12.4,"n","","",""
"6335-1885-S-L797",706335.1,3971880.5,"grid","6335-1885",NA,1,"S",797,"wc","c","shatter","shatter",31.5,11.7,23.5,"n","","",""
"6335-1885-S-L798",706335.3,3971887.3,"grid","6335-1885",NA,1,"S",798,"wc","c","flake","flake fragment",22,5.2,28.5,"n","","",""
"6345-1875-S-L765",706340.9,3971872.8,"grid","6345-1875",NA,1,"S",765,"wc","c","shatter","shatter",40.6,17.4,21.1,"n","","",""
"6345-1875-S-L766",706344.9,3971870.7,"grid","6345-1875",NA,1,"S",766,"wc","c","shatter","shatter",29.8,13.8,18.6,"n","","",""
"6345-1875-S-L767",706340.7,3971879.6,"grid","6345-1875",NA,1,"S",767,"wc","c","shatter","shatter",32.2,10.3,17.1,"n","","",""
"6345-1875-S-L768",706348.9,3971874.2,"grid","6345-1875",NA,1,"S",768,"wc","c","shatter","shatter",23.1,10.8,15.1,"n","","",""
"6345-1875-S-L769",706346.9,3971878,"grid","6345-1875",NA,1,"S",769,"wc","c","flake","flake",21.8,6.2,20.3,"n","","",""
"6345-1875-S-L770",706346,3971877.7,"grid","6345-1875",NA,1,"S",770,"wc","c","flake","flake fragment",14.3,5.4,22,"n","","",""
"6345-1875-S-L771",706345.9,3971876.9,"grid","6345-1875",NA,1,"S",771,"wc","c","flake","flake",22.3,4.4,12.6,"n","","",""
"6345-1875-S-L772",706343.4,3971872.7,"grid","6345-1875",NA,1,"S",772,"wc","c","flake","flake",19.8,6.8,14.6,"n","","",""
"6345-1875-S-L773",706342.1,3971877.7,"grid","6345-1875",NA,1,"S",773,"wc","c","flake","flake",10.9,7,11.6,"n","","",""
"6345-1875-S-L774",706341.4,3971879.6,"grid","6345-1875",NA,1,"S",774,"wc","c","flake","flake",16.4,6.9,11,"n","","",""
"6345-1875-S-L775",706340.6,3971872.1,"grid","6345-1875",NA,1,"S",775,"wc","c","flake","flake",9.7,4.3,8.1,"n","","",""
"6345-1875-S-L799",706349.9,3971875.5,"grid","6345-1875",NA,1,"S",799,"wc","c","flake","flake",38.1,16.2,41.2,"n","","",""
"6345-1875-S-L800",706346,3971870.6,"grid","6345-1875",NA,1,"S",800,"wc","c","flake","flake fragment",29.5,11.6,40.2,"n","","",""
"6345-1875-S-L801",706341.7,3971872.5,"grid","6345-1875",NA,1,"S",801,"wc","c","shatter","shatter",37.4,23.9,50.2,"n","","",""
"6345-1875-S-L802",706346.8,3971874.1,"grid","6345-1875",NA,1,"S",802,"wc","c","flake","flake",34.1,15.7,70.1,"n","","",""
"6345-1875-S-L803",706342.7,3971874.3,"grid","6345-1875",NA,1,"S",803,"wc","c","flake","flake",40.3,15.9,30.6,"n","","",""
"6345-1875-S-L804",706340.3,3971878.6,"grid","6345-1875",NA,1,"S",804,"wc","c","flake","flake fragment",32.6,9.5,31.1,"n","","",""
"6345-1875-S-L805",706348.7,3971878.3,"grid","6345-1875",NA,1,"S",805,"wc","c","flake","flake fragment",44.4,19.2,25.8,"n","","",""
"6345-1875-S-L806",706342.6,3971874.2,"grid","6345-1875",NA,1,"S",806,"wc","c","flake","flake fragment",38,16.7,34.7,"n","","",""
"6345-1875-S-L807",706344.5,3971875.1,"grid","6345-1875",NA,1,"S",807,"wc","c","flake","flake fragment",31.6,10.9,31.7,"n","","",""
"6345-1875-S-L808",706340.3,3971874.8,"grid","6345-1875",NA,1,"S",808,"wc","c","flake","flake",26.8,13.4,34.3,"n","","",""
"6345-1875-S-L809",706341.6,3971871.5,"grid","6345-1875",NA,1,"S",809,"wc","c","shatter","shatter",43.5,19.9,29.7,"n","","",""
"6345-1875-S-L810",706343.5,3971871.1,"grid","6345-1875",NA,1,"S",810,"wc","c","core","flake core",31.5,14.1,27,"n","","",""
"6345-1875-S-L811",706348.1,3971879.1,"grid","6345-1875",NA,1,"S",811,"wc","c","flake","flake fragment",32,11.8,33.2,"n","","",""
"6345-1875-S-L812",706347.9,3971877.2,"grid","6345-1875",NA,1,"S",812,"wc","c","flake","flake",33,11.2,22.4,"n","","",""
"6345-1875-S-L813",706341.7,3971872.6,"grid","6345-1875",NA,1,"S",813,"wc","c","flake","broken flake",38,9.6,26.3,"n","","",""
"6345-1875-S-L814",706341.8,3971876,"grid","6345-1875",NA,1,"S",814,"wc","c","flake","broken flake",44.6,12.7,27.2,"n","","",""
"6345-1875-S-L815",706342.6,3971877.2,"grid","6345-1875",NA,1,"S",815,"wc","c","flake","flake fragment",26.5,7.8,26,"n","","",""
"6345-1875-S-L816",706348.3,3971873.3,"grid","6345-1875",NA,1,"S",816,"wc","c","flake","flake",36.4,11.4,44.3,"n","","",""
"6345-1875-S-L817",706341.6,3971873.1,"grid","6345-1875",NA,1,"S",817,"wc","c","shatter","shatter",32.2,9.4,26,"n","","",""
"6345-1875-S-L818",706340.2,3971875.8,"grid","6345-1875",NA,1,"S",818,"wc","c","flake","flake",26.6,5.3,31.3,"n","","",""
"6345-1875-S-L819",706344.5,3971870.7,"grid","6345-1875",NA,1,"S",819,"wc","c","shatter","shatter",27.5,14.6,30.2,"n","","",""
"6345-1875-S-L820",706341.9,3971870.7,"grid","6345-1875",NA,1,"S",820,"wc","c","flake","flake fragment",19.1,9,23.7,"n","","",""
"6345-1875-S-L821",706340.1,3971877.7,"grid","6345-1875",NA,1,"S",821,"wc","c","flake","flake fragment",24.7,9,25.8,"n","","",""
"6345-1875-S-L822",706348.4,3971872.2,"grid","6345-1875",NA,1,"S",822,"wc","c","flake","flake",23.5,7.1,32.3,"n","","",""
"6345-1875-S-L823",706344.4,3971877.9,"grid","6345-1875",NA,1,"S",823,"wc","c","flake","flake fragment",30.4,6.9,27.9,"n","","",""
"6345-1875-S-L824",706344,3971879.8,"grid","6345-1875",NA,1,"S",824,"wc","c","shatter","shatter",33.4,11.2,12.7,"n","","",""
"6345-1875-S-L825",706345.3,3971878.3,"grid","6345-1875",NA,1,"S",825,"wc","c","shatter","shatter",30.9,10,19.6,"n","","",""
"6345-1875-S-L826",706344.1,3971879.4,"grid","6345-1875",NA,1,"S",826,"wc","c","flake","flake fragment",16.9,3.4,15.1,"n","","",""
"6345-1875-S-L827",706349,3971874.2,"grid","6345-1875",NA,1,"S",827,"wc","c","flake","flake",20.2,6.5,27.5,"n","","",""
"6345-1875-S-L828",706346.8,3971873.4,"grid","6345-1875",NA,1,"S",828,"wc","c","flake","flake fragment",16.6,8.7,20.6,"n","","",""
"6345-1875-S-L829",706344.3,3971877.3,"grid","6345-1875",NA,1,"S",829,"wc","c","flake","flake fragment",29.8,10.5,19.3,"n","","",""
"6345-1875-S-L830",706349.3,3971872.7,"grid","6345-1875",NA,1,"S",830,"wc","c","flake","flake fragment",23.8,8.5,21,"n","","",""
"6345-1875-S-L831",706340.8,3971870.9,"grid","6345-1875",NA,1,"S",831,"wc","c","shatter","shatter",21.6,9,15.6,"n","","",""
"6345-1875-S-L832",706341.4,3971873.2,"grid","6345-1875",NA,1,"S",832,"wc","c","flake","flake",17.4,3.6,10.8,"n","","",""
"6345-1875-S-L833",706349,3971873.1,"grid","6345-1875",NA,1,"S",833,"wc","c","flake","flake fragment",31.2,7.9,21.8,"n","","",""
"6345-1875-S-L834",706343.4,3971875.3,"grid","6345-1875",NA,1,"S",834,"wc","c","flake","flake fragment",23.8,4.4,14.8,"n","","",""
"6345-1875-S-L835",706341.4,3971872.2,"grid","6345-1875",NA,1,"S",835,"wc","c","shatter","shatter",11.8,5.3,10.7,"n","","",""
"6345-1875-S-L836",706346.1,3971879.3,"grid","6345-1875",NA,1,"S",836,"wc","c","flake","flake",26.6,8.1,17.6,"n","","",""
"6345-1875-S-L837",706343.1,3971877.1,"grid","6345-1875",NA,1,"S",837,"wc","c","flake","flake",29,6.6,17.7,"n","","",""
"6345-1875-S-L838",706347.1,3971872.2,"grid","6345-1875",NA,1,"S",838,"wc","c","flake","flake",24.6,7.1,18.1,"n","","",""
"6345-1875-S-L839",706346.5,3971873.6,"grid","6345-1875",NA,1,"S",839,"wc","c","shatter","shatter",24.4,7.8,11.7,"n","","",""
"6345-1875-S-L840",706341.8,3971872.6,"grid","6345-1875",NA,1,"S",840,"wc","c","shatter","shatter",21.5,8.2,11.6,"n","","",""
"6345-1875-S-L841",706343.6,3971876,"grid","6345-1875",NA,1,"S",841,"wc","c","flake","flake",20,8,17.2,"n","","",""
"6345-1875-S-L842",706347,3971872.5,"grid","6345-1875",NA,1,"S",842,"wc","c","flake","flake",21.6,4.8,19.5,"n","","",""
"6345-1875-S-L843",706344.7,3971871.9,"grid","6345-1875",NA,1,"S",843,"wc","c","flake","flake",31.2,10.8,18.7,"n","","",""
"6345-1875-S-L844",706348.2,3971873.7,"grid","6345-1875",NA,1,"S",844,"wc","c","core","bipolar core",21.5,7.1,15.2,"pe","pe","",""
"6345-1875-S-L845",706345.2,3971872.1,"grid","6345-1875",NA,1,"S",845,"wc","c","flake","flake fragment",22.5,7.1,13.6,"n","","",""
"6345-1875-S-L846",706344.6,3971876.9,"grid","6345-1875",NA,1,"S",846,"wc","c","flake","flake fragment",23.2,6.1,18.8,"n","","",""
"6345-1875-S-L847",706345,3971878.4,"grid","6345-1875",NA,1,"S",847,"wc","c","flake","flake",31.1,7.1,14.2,"n","","",""
"6345-1875-S-L848",706349.7,3971877.6,"grid","6345-1875",NA,1,"S",848,"wc","c","core","flake core",22.1,10.6,19.1,"n","","",""
"6345-1875-S-L849",706340.1,3971873,"grid","6345-1875",NA,1,"S",849,"wc","c","flake","flake",22.3,8.9,23,"n","","",""
"6345-1875-S-L850",706348.6,3971875,"grid","6345-1875",NA,1,"S",850,"wc","c","shatter","shatter",22.8,11.6,22.7,"n","","",""
"6345-1875-S-L851",706345.5,3971875.6,"grid","6345-1875",NA,1,"S",851,"wc","c","flake","flake fragment",21.6,6.1,13.9,"n","","",""
"6345-1875-S-L852",706341.3,3971872,"grid","6345-1875",NA,1,"S",852,"wc","c","flake","flake fragment",23.1,8.1,16.8,"n","","",""
"6345-1875-S-L853",706341,3971874.2,"grid","6345-1875",NA,1,"S",853,"wc","c","flake","flake fragment",22.5,5.5,20.8,"n","","",""
"6345-1875-S-L854",706342.1,3971876.4,"grid","6345-1875",NA,1,"S",854,"wc","c","flake","broken flake",14.7,2.1,9.8,"n","","",""
"6345-1875-S-L855",706344.2,3971875.7,"grid","6345-1875",NA,1,"S",855,"wc","c","shatter","shatter",8.1,3.2,5.7,"n","","",""
"6345-1875-S-L856",706344.7,3971875.3,"grid","6345-1875",NA,1,"S",856,"wc","c","shatter","shatter",9,5.6,11.1,"n","","",""
"6345-1875-S-L857",706347.4,3971871.5,"grid","6345-1875",NA,1,"S",857,"wc","c","flake","flake",18.6,5.8,15.1,"n","","",""
"6345-1875-S-L858",706341.2,3971875.8,"grid","6345-1875",NA,1,"S",858,"wc","c","shatter","shatter",19.8,10,13.7,"n","","",""
"6345-1875-S-L859",706346.9,3971879.3,"grid","6345-1875",NA,1,"S",859,"wc","c","flake","flake fragment",18.4,5.9,21.3,"n","","",""
"6345-1875-S-L860",706342.3,3971875.6,"grid","6345-1875",NA,1,"S",860,"wc","c","flake","flake fragment",19.3,5.5,13.9,"n","","",""
"6345-1875-S-L861",706342.2,3971872.4,"grid","6345-1875",NA,1,"S",861,"wc","c","shatter","shatter",29.7,8.4,16.4,"n","","",""
