"UID","Xsugg","Ysugg","Type","Unit","Walker","PassGrid","Section","FragNo","Material","MatSimple","PrimBlank","SecBlank","Length","Thickness","Width","ToolType","SubType","BifaceComp","ProjNotes"
"6055-3795-S-L1977",706059,3973792.4,"grid","6055-3795",47,29,"S",1977,"o","o","shatter","shatter",8.4,3.1,8.7,"n","","",""
"6055-3795-S-L1978",706050.2,3973796.2,"grid","6055-3795",47,29,"S",1978,"o","o","chip","chip",7.1,1.6,9.8,"n","","",""
"6055-3795-S-L1979",706051.8,3973794.6,"grid","6055-3795",47,29,"S",1979,"o","o","blade","blade segment",19.6,5.6,6.8,"n","","",""
"6055-3945-S-L1922",706053.3,3973946.4,"grid","6055-3945",29,29,"S",1922,"o","o","flake","flake fragment",18.9,3.8,13.9,"n","","",""
"6055-3945-V-L1852",706058.1,3973944.6,"grid","6055-3945",29,29,"V",1852,"o","o","flake","flake",14.1,6,21.4,"retouched flake","marginal","",""
"6055-3945-V-L1853",706050.6,3973942.1,"grid","6055-3945",29,29,"V",1853,"o","o","flake","flake fragment",12.6,2.1,19,"n","","",""
"6055-3945-V-L1854",706059.1,3973948.4,"grid","6055-3945",29,29,"V",1854,"o","o","flake","broken flake",8.8,3.1,14.2,"n","","",""
"6055-3955-S-L1746",706053.5,3973958.9,"grid","6055-3955",59,29,"S",1746,"wc","c","flake","flake fragment",20.2,13.8,31.7,"flake scraper","scraper","",""
"6055-3955-S-L1747",706055,3973958.2,"grid","6055-3955",59,29,"S",1747,"wc","c","flake","flake fragment",29.4,9.5,18,"n","","",""
"6055-3955-S-L1748",706054.1,3973958.1,"grid","6055-3955",59,29,"S",1748,"wc","c","shatter","shatter",24,14.8,18.8,"n","","",""
"6055-3955-S-L1749",706055.6,3973957.6,"grid","6055-3955",59,29,"S",1749,"wc","c","flake","flake fragment",16.9,4.7,18.9,"n","","",""
"6055-3955-S-L1750",706057.1,3973954.5,"grid","6055-3955",59,29,"S",1750,"wc","c","flake","flake fragment",16.5,8.5,23.8,"n","","",""
"6055-3955-S-L1751",706055.8,3973951.9,"grid","6055-3955",59,29,"S",1751,"wc","c","flake","flake fragment",19.9,6.3,13.3,"n","","",""
"6055-3955-V-L1915",706051,3973950.8,"grid","6055-3955",59,29,"V",1915,"wc","c","flake","broken flake",34.7,9,23,"n","","",""
"6055-3955-V-L1916",706059.2,3973952.6,"grid","6055-3955",59,29,"V",1916,"wc","c","shatter","shatter/pe",23.9,11.9,22.2,"pe","pe","",""
"6055-3955-V-L1917",706052.1,3973953.1,"grid","6055-3955",59,29,"V",1917,"wc","c","flake","flake",17.4,6.1,12.8,"n","","",""
"6055-3965-S-L1990",706055.1,3973968.1,"grid","6055-3965",81,29,"S",1990,"wc","c","flake","flake",30.9,10.5,25.2,"n","","",""
"6055-3965-S-L1991",706051.3,3973960.1,"grid","6055-3965",81,29,"S",1991,"wc","c","flake","flake",17.6,8.4,25.3,"n","","",""
"6055-3965-S-L1992",706056,3973961.1,"grid","6055-3965",81,29,"S",1992,"wc","c","flake","flake fragment",10,3,10.6,"n","","",""
"6055-3965-S-L1993",706050.8,3973969.9,"grid","6055-3965",81,29,"S",1993,"wc","c","shatter","shatter",10,3.5,9.1,"n","","",""
"6055-3965-V-L1905",706057.5,3973964.8,"grid","6055-3965",81,29,"V",1905,"wc","c","shatter","shatter",20.9,9.3,16,"n","","",""
"6055-3965-V-L1906",706051.1,3973967.7,"grid","6055-3965",81,29,"V",1906,"wc","c","shatter","shatter",14.4,13.2,14.2,"n","","",""
"6055-3965-V-L1907",706055.2,3973961.9,"grid","6055-3965",81,29,"V",1907,"wc","c","flake","broken flake",6.5,1.7,9.2,"n","","",""
"6055-3975-S-L1961",706051.4,3973977.8,"grid","6055-3975",47,29,"S",1961,"wc","c","flake","flake",27.5,10.5,21,"n","","",""
"6055-3975-S-L1962",706059.3,3973971.2,"grid","6055-3975",47,29,"S",1962,"wc","c","flake","flake",23.7,9.8,27.5,"n","","",""
"6055-3975-S-L1963",706059.4,3973970.7,"grid","6055-3975",47,29,"S",1963,"wc","c","blade","blade segment",25.7,7.1,13.4,"other retouched tools","piercer","",""
"6055-3975-S-L1964",706052.3,3973972.9,"grid","6055-3975",47,29,"S",1964,"wc","c","flake","broken flake",19.2,7.3,20.5,"n","","",""
"6055-3975-S-L1965",706052.1,3973970.5,"grid","6055-3975",47,29,"S",1965,"wc","c","flake","flake",22.8,3.8,12.5,"n","","",""
"6055-3975-S-L1966",706050.8,3973973.1,"grid","6055-3975",47,29,"S",1966,"wc","c","flake","flake fragment",18.2,7.6,13,"retouched flake","marginal","",""
"6055-3975-S-L1967",706053.1,3973970.7,"grid","6055-3975",47,29,"S",1967,"wc","c","flake","flake",17.2,2.9,10.3,"n","","",""
"6055-3985-S-L1943",706054.6,3973986.2,"grid","6055-3985",28,29,"S",1943,"o","o","blade","blade segment?",22.1,4.5,15.8,"pe","pe","",""
"6055-3985-S-L1944",706057.1,3973980.5,"grid","6055-3985",28,29,"S",1944,"o","o","shatter","shatter?",17.1,5.2,14.1,"pe","pe","",""
"6055-3985-S-L1945",706059.3,3973988.1,"grid","6055-3985",28,29,"S",1945,"o","o","shatter","shatter?",18.8,4.9,13.3,"pe","pe","",""
"6055-3985-S-L1946",706054.8,3973980.3,"grid","6055-3985",28,29,"S",1946,"o","o","shatter","shatter",12.1,3.9,15.1,"n","","",""
"6055-3985-S-L1947",706056,3973989.1,"grid","6055-3985",28,29,"S",1947,"o","o","blade","blade segment",12.5,2.4,8.2,"n","","",""
"6055-3985-S-L1948",706055.4,3973986,"grid","6055-3985",28,29,"S",1948,"o","o","blade","blade segment",10.1,2.6,10.2,"n","","",""
"6055-3985-S-L1949",706056.2,3973989.4,"grid","6055-3985",28,29,"S",1949,"o","o","blade","blade segment",15.1,2.8,9.6,"n","","",""
"6055-3985-S-L1950",706053.3,3973988.9,"grid","6055-3985",28,29,"S",1950,"o","o","flake","flake fragment",11.5,2.7,13.8,"n","","",""
"6055-3985-S-L1951",706057.1,3973983.5,"grid","6055-3985",28,29,"S",1951,"o","o","flake","flake fragment",11.4,4.3,21.2,"n","","",""
"6055-3985-S-L1952",706054.5,3973983.8,"grid","6055-3985",28,29,"S",1952,"o","o","flake","broken flake",9.5,3.3,13.3,"n","","",""
"6055-3985-S-L1953",706057.9,3973984.4,"grid","6055-3985",28,29,"S",1953,"o","o","flake","flake fragment",10.3,2.7,10.6,"n","","",""
"6055-3985-S-L1954",706058.8,3973983.4,"grid","6055-3985",28,29,"S",1954,"o","o","shatter","shatter",8.2,4,7.2,"n","","",""
"6055-3985-S-L1955",706055.3,3973989.2,"grid","6055-3985",28,29,"S",1955,"o","o","flake","flake fragment",6.6,1.7,7.5,"n","","",""
"6055-3985-S-L1956",706050.4,3973981.9,"grid","6055-3985",28,29,"S",1956,"o","o","chip","chip",11.8,1.3,6.4,"n","","",""
"6055-3985-S-L1957",706054,3973985.2,"grid","6055-3985",28,29,"S",1957,"o","o","core","bipolar core/pe",26.5,10.4,25.2,"pe","pe","",""
"6055-3985-S-L1958",706055.9,3973989.6,"grid","6055-3985",28,29,"S",1958,"o","o","shatter","shatter/pe",23,6.9,15.4,"pe","pe","",""
"6055-3985-S-L1959",706055.9,3973985.1,"grid","6055-3985",28,29,"S",1959,"o","o","shatter","shatter",9.2,6.8,10.3,"n","","",""
"6055-3985-V-L1860",706057.1,3973983.1,"grid","6055-3985",28,29,"V",1860,"o","o","shatter","shatter",23.5,5,11.1,"pe","pe","",""
"6055-3985-V-L1861",706056.3,3973982.8,"grid","6055-3985",28,29,"V",1861,"o","o","flake","flake",10.6,3.8,10.4,"n","","",""
"6055-3985-V-L1862",706052.8,3973984.5,"grid","6055-3985",28,29,"V",1862,"o","o","flake","flake fragment",14.1,4.5,10,"n","","",""
"6055-3985-V-L1863",706052.9,3973989.5,"grid","6055-3985",28,29,"V",1863,"o","o","flake","flake fragment",13.5,3.6,7.5,"n","","",""
"6055-3985-V-L1864",706053.4,3973987.8,"grid","6055-3985",28,29,"V",1864,"o","o","blade","distal blade segment",11,2,8.3,"n","","",""
"6055-3985-V-L1865",706055.5,3973981.3,"grid","6055-3985",28,29,"V",1865,"o","o","flake","broken flake",7.5,2.4,10.8,"n","","",""
"6055-3985-V-L1866",706050.6,3973982.2,"grid","6055-3985",28,29,"V",1866,"o","o","flake","flake fragment",8.3,3,9.7,"n","","",""
"6055-3985-V-L1867",706060,3973984.6,"grid","6055-3985",28,29,"V",1867,"o","o","flake","broken flake",10.1,2.1,7.6,"n","","",""
"6055-3985-V-L1868",706057,3973986.1,"grid","6055-3985",28,29,"V",1868,"o","o","chip","chip",6.4,2.2,6.9,"n","","",""
"6065-3945-S-L2015",706061.9,3973944,"grid","6065-3945",28,29,"S",2015,"o","o","shatter","shatter",14.1,4.7,9.9,"n","","",""
"6065-3945-S-L2016",706060.3,3973946.4,"grid","6065-3945",28,29,"S",2016,"o","o","shatter","shatter",10.2,8.4,11.1,"n","","",""
"6065-3945-S-L2017",706063.1,3973942.7,"grid","6065-3945",28,29,"S",2017,"o","o","shatter","shatter",11.1,5.6,5.3,"n","","",""
"6065-3945-S-L2018",706065.4,3973941.8,"grid","6065-3945",28,29,"S",2018,"o","o","flake","flake",10.4,3.1,10.5,"n","","",""
"6065-3945-S-L2019",706061.8,3973943.9,"grid","6065-3945",28,29,"S",2019,"o","o","flake","flake fragment",7.3,1.5,6,"n","","",""
"6065-3945-V-L1939",706067.5,3973941.3,"grid","6065-3945",29,29,"V",1939,"o","o","shatter","shatter",20.7,5.6,15.6,"other retouched tools","marginal","",""
"6065-3945-V-L1940",706066.3,3973943.8,"grid","6065-3945",29,29,"V",1940,"o","o","flake","flake fragment",10.2,2.3,11.9,"n","","",""
"6065-3945-V-L1941",706061.7,3973941.4,"grid","6065-3945",29,29,"V",1941,"o","o","flake","flake fragment",6.5,2.6,14.5,"n","","",""
"6065-3945-V-L1942",706066.5,3973945.4,"grid","6065-3945",29,29,"V",1942,"wc","c","flake","flake fragment",20.9,5.3,19.5,"n","","",""
"6065-3955-S-L2020",706067.7,3973951.7,"grid","6065-3955",29,29,"S",2020,"o","o","blade","blade fragment",18.2,2.4,10.8,"n","","",""
"6065-3955-S-L2021",706065.9,3973958.9,"grid","6065-3955",29,29,"S",2021,"o","o","blade","blade segment",11.1,2.6,11,"n","","",""
"6065-3955-S-L2022",706060.5,3973956.7,"grid","6065-3955",29,29,"S",2022,"o","o","flake","broken flake",9.2,2.5,10.9,"n","","",""
"6065-3955-S-L2023",706062.9,3973951,"grid","6065-3955",29,29,"S",2023,"o","o","flake","broken flake",9.2,1.8,8.9,"n","","",""
"6065-3955-S-L2024",706066.8,3973955.7,"grid","6065-3955",29,29,"S",2024,"o","o","flake","broken flake",12.5,1.2,7.2,"n","","",""
"6065-3955-S-L2025",706060.5,3973952.1,"grid","6065-3955",29,29,"S",2025,"o","o","chip","chip",8.9,1.3,7,"n","","",""
"6065-3955-S-L2026",706067,3973952.7,"grid","6065-3955",29,29,"S",2026,"o","o","chip","chip",7,1.6,4.7,"n","","",""
"6065-3955-S-L2027",706069.3,3973955.9,"grid","6065-3955",29,29,"S",2027,"wc","c","flake","broken flake",19.4,3.6,18.7,"n","","",""
"6065-3955-V-L2043",706064.8,3973957.5,"grid","6065-3955",29,29,"V",2043,"wc","c","shatter","shatter",33,14.5,19.2,"n","","",""
"6065-3955-V-L2044",706061.6,3973955.7,"grid","6065-3955",29,29,"V",2044,"o","o","blade","blade fragment",17.7,1.8,5.8,"n","","",""
"6065-3955-V-L2045",706069.9,3973950.2,"grid","6065-3955",29,29,"V",2045,"o","o","flake","broken flake",13.1,2.7,9.8,"n","","",""
"6065-3955-V-L2046",706062.5,3973956.1,"grid","6065-3955",29,29,"V",2046,"o","o","flake","flake",8.7,2.1,13.1,"n","","",""
"6065-3955-V-L2047",706063.7,3973957.1,"grid","6065-3955",29,29,"V",2047,"o","o","shatter","shatter",11,3.5,5.4,"n","","",""
"6065-3965-S-L1759",706069.1,3973962.3,"grid","6065-3965",59,29,"S",1759,"wc","c","flake","flake",34.7,9.8,28.8,"flake scraper","scraper","",""
"6065-3965-S-L1760",706061.9,3973969.9,"grid","6065-3965",59,29,"S",1760,"wc","c","flake","flake fragment",29.7,7.7,15.5,"retouched flake","marginal","",""
"6065-3965-S-L1761",706061,3973969.2,"grid","6065-3965",59,29,"S",1761,"wc","c","flake","broken flake",22.3,4.9,17.3,"n","","",""
"6065-3965-S-L1762",706062.1,3973961.3,"grid","6065-3965",59,29,"S",1762,"wc","c","flake","flake fragment",17.7,5.8,14.7,"n","","",""
"6065-3965-S-L1763",706062,3973968.4,"grid","6065-3965",59,29,"S",1763,"wc","c","flake","flake fragment",13.7,5.7,15.6,"n","","",""
"6065-3965-V-L1855",706064.5,3973967.4,"grid","6065-3965",59,29,"V",1855,"wc","c","flake","flake",29.9,18.6,34,"n","","",""
"6065-3965-V-L1856",706066.4,3973965.2,"grid","6065-3965",59,29,"V",1856,"wc","c","flake","flake",36.5,9.6,27.2,"n","","",""
"6065-3965-V-L1857",706065.6,3973967.4,"grid","6065-3965",59,29,"V",1857,"wc","c","flake","flake fragment",29.8,6.6,16.6,"n","","",""
"6065-3965-V-L1858",706061,3973966.2,"grid","6065-3965",59,29,"V",1858,"wc","c","flake","flake fragment",12,3,6.8,"n","","",""
"6065-3965-V-L1859",706064,3973960.2,"grid","6065-3965",59,29,"V",1859,"wc","c","flake","flake fragment",6.5,3.8,9.3,"n","","",""
"6065-3975-S-L1904",706067.7,3973978.1,"grid","6065-3975",81,29,"S",1904,"wc","c","flake","flake fragment",16.4,5.1,11.7,"n","","",""
"6067-2-1-55-L167",708501.1,3971283.9,"tract","6067",2,1,"55",167,"o","o","flake","core rejuvination flake",13,5.2,14.3,"n","","",""
"6069-28-1-5-L168",708435.2,3971268.5,"tract","6069",28,1,"5",168,"o","o","flake","broken flake",11.7,3.3,8.6,"n","","",""
"6071-2-1-25-L169",708401.4,3971151.5,"tract","6071",2,1,"25",169,"o","o","blade","prox blade segment",14.3,2.3,5.6,"n","","",""
"6155-3445-V-L2113",706155.1,3973442.3,"grid","6155-3445",51,30,"V",2113,"o","o","flake","flake fragment",18.6,2.2,16,"retouched flake","marginal","",""
"6155-3465-S-L2145",706159.3,3973467.4,"grid","6155-3465",29,30,"S",2145,"o","o","blade","blade segment",16.3,2.4,13.3,"retouched blade","marginal","",""
"6155-3465-S-L2146",706158.3,3973463.2,"grid","6155-3465",29,30,"S",2146,"o","o","chip","chip",7.4,1.2,4.1,"n","","",""
"6165-3445-S-L2192",706160,3973444.7,"grid","6165-3445",81,30,"S",2192,"o","o","spall","spall",17.3,3.1,6.7,"n","","",""
"6165-3445-V-L2055",706160.5,3973442.8,"grid","6165-3445",81,30,"V",2055,"o","o","chip","chip",5.6,1.4,3.6,"n","","",""
"6165-3455-S-L2054",706164.9,3973450.2,"grid","6165-3455",59,30,"S",2054,"o","o","flake","flake fragment",10.8,3.2,11.5,"n","","",""
"6165-3455-V-L2129",706161.8,3973451.3,"grid","6165-3455",59,30,"V",2129,"o","o","blade","blade segment",12.6,2.3,10.9,"n","","",""
"6165-3475-S-L2162",706161.4,3973474.2,"grid","6165-3475",29,30,"S",2162,"o","o","blade","blade fragment",11.5,1.7,8.8,"n","","",""
"6165-3485-S-L2147",706169.9,3973487.9,"grid","6165-3485",28,30,"S",2147,"o","o","flake","flake fragment",8.3,4,9.2,"n","","",""
"6166-2-1-15-L170",708894.8,3970690.8,"tract","6166",2,1,"15",170,"o","o","flake","flake fragment",11.8,2.3,7.6,"n","","",""
"6175-3445-S-L2109",706177.9,3973442.3,"grid","6175-3445",28,30,"S",2109,"o","o","shatter","shatter/pe",15.8,4.4,7.2,"pe","n","",""
"6175-3445-S-L2110",706178,3973448.2,"grid","6175-3445",28,30,"S",2110,"o","o","flake","flake fragment",15,3.6,9.1,"n","","",""
"6175-3445-S-L2111",706171.6,3973447.7,"grid","6175-3445",28,30,"S",2111,"o","o","shatter","shatter",14.2,5.9,9.5,"n","","",""
"6175-3445-S-L2112",706172.1,3973440.1,"grid","6175-3445",28,30,"S",2112,"o","o","flake","flake fragment",12.1,2.4,7.9,"n","","",""
"6175-3445-V-L2161",706175,3973442.9,"grid","6175-3445",28,30,"V",2161,"o","o","flake","flake",18.4,4.5,17.3,"n","","",""
"6175-3455-S-L2094",706173,3973456.2,"grid","6175-3455",81,30,"S",2094,"wc","c","core","bipolar core/pe",23.3,8.6,14.8,"pe","pe","",""
"6175-3455-S-L2095",706179.2,3973450.7,"grid","6175-3455",81,30,"S",2095,"o","o","flake","flake fragment",16.4,5.5,18.8,"retouched flake","marginal","",""
"6175-3455-S-L2096",706178.4,3973459.6,"grid","6175-3455",81,30,"S",2096,"o","o","flake","flake fragment",12.4,2.8,12,"n","","",""
"6175-3455-S-L2097",706175.9,3973455.5,"grid","6175-3455",81,30,"S",2097,"o","o","shatter","shatter",13.4,3.1,5.8,"n","","",""
"6175-3455-S-L2098",706174.4,3973456.5,"grid","6175-3455",81,30,"S",2098,"o","o","shatter","shatter/pe",10.4,3.4,10.2,"n","","",""
"6175-3455-S-L2099",706170.2,3973456.8,"grid","6175-3455",81,30,"S",2099,"o","o","blade","blade fragment",17.3,2.2,7,"pe","pe","",""
"6175-3455-S-L2100",706172.5,3973453.1,"grid","6175-3455",81,30,"S",2100,"o","o","flake","broken flake",10.1,2.8,10.3,"n","","",""
"6175-3455-S-L2101",706176.8,3973454.7,"grid","6175-3455",81,30,"S",2101,"o","o","shatter","shatter",7.1,3.6,10.8,"n","","",""
"6175-3455-S-L2102",706171.3,3973455,"grid","6175-3455",81,30,"S",2102,"o","o","indeterminate","pe",11.8,2.7,5.2,"pe","pe","",""
"6175-3455-S-L2103",706177,3973459.3,"grid","6175-3455",81,30,"S",2103,"o","o","chip","chip",3.9,1.8,5.7,"n","","",""
"6175-3455-S-L2104",706178,3973453.3,"grid","6175-3455",81,30,"S",2104,"o","o","flake","flake",8.6,1.1,4.4,"n","","",""
"6175-3455-S-L2105",706179.1,3973454.2,"grid","6175-3455",81,30,"S",2105,"o","o","blade","blade fragment",13.7,4.4,8.3,"biface fragment","projectile fragment","n","tang?"
"6175-3455-S-L2106",706175.3,3973455.3,"grid","6175-3455",81,30,"S",2106,"o","o","blade","blade fragment",9.4,2.9,7,"biface fragment","projectile fragment","n","tang?"
"6175-3455-V-L2130",706173.5,3973450.4,"grid","6175-3455",81,30,"V",2130,"wc","c","flake","flake fragment",13.9,4.6,9.8,"n","","",""
"6175-3455-V-L2131",706178.9,3973456.4,"grid","6175-3455",81,30,"V",2131,"o","o","flake","flake fragment",12.2,2.3,7.3,"n","","",""
"6175-3455-V-L2132",706177.5,3973455.4,"grid","6175-3455",81,30,"V",2132,"o","o","shatter","shatter",8.7,2.7,3.7,"n","","",""
"6175-3465-S-L2199",706173.6,3973466.1,"grid","6175-3465",59,30,"S",2199,"wc","c","flake","flake fragment",27.6,10.9,27.5,"other retouched tools","burin","",""
"6175-3465-S-L2200",706179.6,3973464.7,"grid","6175-3465",59,30,"S",2200,"o","o","blade","blade fragment",6.9,4.4,12.1,"biface fragment","projectile fragment","n","part of tang"
"6175-3465-S-L2201",706170.6,3973467.7,"grid","6175-3465",59,30,"S",2201,"o","o","flake","flake fragment",14.4,4.1,21.3,"n","","",""
"6175-3465-S-L2202",706176.2,3973468.8,"grid","6175-3465",59,30,"S",2202,"o","o","flake","flake fragment",21.2,3.5,18.2,"n","","",""
"6175-3465-S-L2203",706170.9,3973465.8,"grid","6175-3465",59,30,"S",2203,"o","o","flake","flake",23.6,3.7,13.2,"n","","",""
"6175-3465-S-L2204",706170.2,3973464.6,"grid","6175-3465",59,30,"S",2204,"o","o","flake","flake fragment",20,4.5,12.5,"flake scraper","scraper","",""
"6175-3465-S-L2205",706175.8,3973468.8,"grid","6175-3465",59,30,"S",2205,"o","o","blade","blade segment",14.4,2.7,8.7,"n","","",""
"6175-3465-S-L2206",706177.2,3973460.9,"grid","6175-3465",59,30,"S",2206,"o","o","blade","blade fragment",8.6,1.9,6.7,"n","","",""
"6175-3465-S-L2207",706177.6,3973463.1,"grid","6175-3465",59,30,"S",2207,"o","o","blade","distal blade segment",11.6,1.7,5.9,"n","","",""
"6175-3465-S-L2208",706179.3,3973468.2,"grid","6175-3465",59,30,"S",2208,"o","o","shatter","shatter",13.5,4.5,4.6,"n","","",""
"6175-3465-S-L2209",706174.6,3973460.6,"grid","6175-3465",59,30,"S",2209,"o","o","flake","flake fragment",9.8,3.7,14.5,"n","","",""
"6175-3465-S-L2210",706178.2,3973461.5,"grid","6175-3465",59,30,"S",2210,"o","o","flake","flake fragment",8,1.8,10.6,"n","","",""
"6175-3465-V-L2193",706176.2,3973467.8,"grid","6175-3465",59,30,"V",2193,"rc","c","flake","flake",9.7,2,7.4,"n","","",""
"6175-3465-V-L2194",706175.1,3973465.4,"grid","6175-3465",59,30,"V",2194,"o","o","spall","spall",20.1,3.1,7.6,"n","","",""
"6175-3465-V-L2195",706176.4,3973461.7,"grid","6175-3465",59,30,"V",2195,"o","o","flake","flake",16.3,3.5,14.5,"n","","",""
"6175-3465-V-L2196",706172.5,3973461.1,"grid","6175-3465",59,30,"V",2196,"o","o","chip","chip",10.9,2.1,7.4,"n","","",""
"6175-3465-V-L2197",706177,3973466,"grid","6175-3465",59,30,"V",2197,"o","o","shatter","shatter",9.3,2.1,9.4,"n","","",""
"6175-3465-V-L2198",706179.6,3973462.9,"grid","6175-3465",59,30,"V",2198,"o","o","shatter","shatter",13.9,5.1,8.1,"other retouched tools","invasive","",""
"6175-3475-S-L2168",706173.9,3973477.8,"grid","6175-3475",45,30,"S",2168,"wc","c","flake","flake",38.2,9.4,34.3,"flake scraper","scraper","",""
"6175-3475-S-L2169",706176.9,3973475.6,"grid","6175-3475",45,30,"S",2169,"wc","c","shatter","shatter",35.6,13.6,18.3,"n","","",""
"6175-3475-S-L2170",706172.8,3973473.5,"grid","6175-3475",45,30,"S",2170,"wc","c","flake","flake fragment",27.8,10.3,16.2,"n","","",""
"6175-3475-S-L2171",706175.8,3973478,"grid","6175-3475",45,30,"S",2171,"wc","c","flake","flake fragment",22.4,5.1,9.9,"n","","",""
"6175-3475-S-L2172",706179.2,3973478.2,"grid","6175-3475",45,30,"S",2172,"wc","c","flake","flake fragment",16.3,3.6,10.2,"n","","",""
"6175-3475-S-L2173",706176.4,3973475.7,"grid","6175-3475",45,30,"S",2173,"rc","c","core","flake core?",21.1,13.5,22.2,"n","","",""
"6175-3475-S-L2174",706174,3973473.6,"grid","6175-3475",45,30,"S",2174,"o","o","shatter","core fragment/shatter",32.9,9.7,17,"other retouched tools","marginal","",""
"6175-3475-S-L2175",706174.1,3973470.3,"grid","6175-3475",45,30,"S",2175,"o","o","flake","flake",25,5.3,18.2,"retouched flake","marginal","",""
"6175-3475-S-L2176",706171.4,3973471,"grid","6175-3475",45,30,"S",2176,"o","o","blade","crested blade segment?",10.2,4.8,6.8,"n","","",""
"6175-3475-S-L2177",706178.6,3973475.1,"grid","6175-3475",45,30,"S",2177,"o","o","flake","flake",14.7,6.4,20.9,"flake scraper","scraper","",""
"6175-3475-S-L2178",706174.8,3973478.5,"grid","6175-3475",45,30,"S",2178,"o","o","blade","proximal blade segment",24.6,2.7,14.2,"retouched blade","marginal","",""
"6175-3475-S-L2179",706174.8,3973476.4,"grid","6175-3475",45,30,"S",2179,"o","o","shatter","shatter",12,3.8,8.9,"n","","",""
"6175-3475-S-L2180",706175,3973475.9,"grid","6175-3475",45,30,"S",2180,"o","o","shatter","shatter",11.2,4.4,7.1,"n","","",""
"6175-3475-S-L2181",706178.6,3973471.9,"grid","6175-3475",45,30,"S",2181,"o","o","flake","broken flake",19.6,3.6,18.8,"n","","",""
"6175-3475-S-L2182",706171.2,3973477.3,"grid","6175-3475",45,30,"S",2182,"o","o","blade","distal blade segment",16.6,3.9,9.4,"n","","",""
"6175-3475-S-L2183",706170.6,3973470.7,"grid","6175-3475",45,30,"S",2183,"o","o","blade","proximal blade segment",14.2,1.7,10.2,"n","","",""
"6175-3475-S-L2184",706175,3973472.6,"grid","6175-3475",45,30,"S",2184,"o","o","blade","blade fragment",17.3,2.4,10.8,"retouched blade","marginal","",""
"6175-3475-S-L2185",706175.4,3973475.9,"grid","6175-3475",45,30,"S",2185,"o","o","flake","flake fragment",14,2.3,10.2,"n","","",""
"6175-3475-S-L2186",706177,3973471.2,"grid","6175-3475",45,30,"S",2186,"o","o","flake","flake",10,2.9,10.6,"n","","",""
"6175-3475-S-L2187",706178,3973479.2,"grid","6175-3475",45,30,"S",2187,"o","o","blade","blade fragment",15.6,5.6,8.8,"n","","",""
"6175-3475-S-L2188",706171.5,3973473.5,"grid","6175-3475",45,30,"S",2188,"o","o","flake","flake fragment",10.4,2,7.3,"n","","",""
"6175-3475-S-L2189",706175.5,3973471,"grid","6175-3475",45,30,"S",2189,"o","o","flake","flake fragment",8.5,2,8.5,"n","","",""
"6175-3475-S-L2190",706177.9,3973475.4,"grid","6175-3475",45,30,"S",2190,"o","o","blade","blade fragment",18.6,5.6,16.7,"other retouched tools","tang","",""
"6175-3475-S-L2191",706175.5,3973472.6,"grid","6175-3475",45,30,"S",2191,"o","o","blade","blade segment",22,3,9,"retouched blade","marginal","",""
"6175-3475-V-L2148",706177.5,3973470.6,"grid","6175-3475",45,30,"V",2148,"o","o","blade","blade segment",14.3,2.8,9.3,"other retouched tools","trunctation","",""
"6175-3475-V-L2149",706171.7,3973472.5,"grid","6175-3475",45,30,"V",2149,"o","o","flake","broken flake",15.8,5.2,19.1,"n","","",""
"6175-3475-V-L2150",706170.3,3973476,"grid","6175-3475",45,30,"V",2150,"o","o","blade","blade segment",14.2,3.2,8.5,"retouched blade","marginal","",""
"6175-3475-V-L2151",706178.7,3973473.1,"grid","6175-3475",45,30,"V",2151,"o","o","shatter","shatter",20.7,7.5,20.3,"n","","",""
"6175-3475-V-L2152",706174.4,3973476,"grid","6175-3475",45,30,"V",2152,"o","o","core","core tablet fragment?",20.3,4.4,8.3,"n","","",""
"6175-3475-V-L2153",706175.8,3973470,"grid","6175-3475",45,30,"V",2153,"o","o","shatter","shatter",14.5,5.1,7.2,"n","","",""
"6175-3475-V-L2154",706179.5,3973477.8,"grid","6175-3475",45,30,"V",2154,"o","o","shatter","shatter",13,3.5,4.9,"other retouched tools","invasive","",""
"6175-3475-V-L2155",706172,3973472.6,"grid","6175-3475",45,30,"V",2155,"wc","c","shatter","shatter/pe",26,6.5,15,"pe","pe","",""
"6175-3475-V-L2156",706176.3,3973476.2,"grid","6175-3475",45,30,"V",2156,"wc","c","shatter","shatter",13.2,6.1,9.4,"n","","",""
"6175-3475-V-L2157",706170.5,3973473.3,"grid","6175-3475",45,30,"V",2157,"wc","c","shatter","shatter",11.4,3.5,7.5,"n","","",""
"6175-3475-V-L2158",706177.2,3973476,"grid","6175-3475",45,30,"V",2158,"wc","c","flake","flake fragment",11.2,2.1,11,"n","","",""
"6175-3485-S-L2134",706172.2,3973485.7,"grid","6175-3485",29,30,"S",2134,"o","o","blade","proximal blade fragment?",18,2.4,8.2,"n","","",""
"6176-2-1-35-L171",708986.3,3970622.9,"tract","6176",2,1,"35",171,"o","o","chip","chip",5.9,1.6,5.3,"n","","",""
"6179-5-1-55-L172",708868.3,3970552.4,"tract","6179",5,1,"55",172,"o","o","blade","blade segment",11.6,2.3,6.4,"n","","",""
"6185-3445-S-L2138",706180.2,3973440.9,"grid","6185-3445",29,30,"S",2138,"o","o","blade","blade fragment",15.9,2.2,9,"n","","",""
"6185-3455-S-L2056",706185.2,3973456.5,"grid","6185-3455",28,30,"S",2056,"o","o","flake","broken flake",15.5,5.4,18.5,"n","","",""
