"UID","Xsugg","Ysugg","Type","Unit","Walker","PassGrid","Section","SherdNo","VesselPart","PartType","VesselType","OtherType","Thickness","Coarseness","MaxSize","Feature","Comments","FabricType","MNLN","FNEB1","EB2","LPrePal","FPal","SPal","TPal","PPalPG","Geom","Arch","Class","Hell","ERom","MRom","LRom","EByz","MByz","EVen","MVen","LVen","Recent","Other"
"4077-17-1-5-1",706382.30,3972529.50,"tract","4077",17,1,"5",1,"B","U","U","U","M","F",6.30,"Y","Ribbed exterior/overfired",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
"4077-17-1-5-2",706383.20,3972534.60,"tract","4077",17,1,"5",2,"Ba","U","SOpe","Vroom F6A","Tk","M",6.00,"Y","Yellow glaze/sgraffito",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0
"4077-17-1-5-3",706383.60,3972532.50,"tract","4077",17,1,"5",3,"B","U","U","U","Tn","F",3.50,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"4077-17-1-65-1",706383.20,3972589.10,"tract","4077",17,1,"65",1,"B","U","CPot","Vroom CW2E","M","M",2.70,"Y","Brown glaze on interior","Pink Provencal cooking pot fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4077-18-1-45-1",706399.50,3972571.20,"tract","4077",18,1,"45",1,"R","U","CPot","Vroom CW2E","M","M",3.20,"Y","Brown glaze on interior and exterior rim","Pink Provencal cooking pot fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4077-5-1-35-1",706416.70,3972561.40,"tract","4077",5,1,"35",1,"Ba","BF","JCon","Vroom CW21A","Tk","M",5.60,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4077-5-1-55-1",706416.60,3972579.30,"tract","4077",5,1,"55",1,"B","U","LOpe","Vroom CW1B","M","F",5.50,"Y","Yellow glaze on interior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4077-5-1-65-1",706418.00,3972584.00,"tract","4077",5,1,"65",1,"H","HV","JCon","LRA","M","M",8.40,"Y","LRA","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4078-14-1-25-1",706349.80,3972645.10,"tract","4078",14,1,"25",1,"R","RR","LOpe","Vroom CW1B","M","F",4.00,"Y","Green brown glaze on interior and exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4078-14-1-35-1",706351.10,3972654.80,"tract","4078",14,1,"35",1,"B","U","JCon","LRA 2","M","F",5.30,"Y","LRA 2; fine ridging on exterior","LRA 2 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4078-15-1-15-1",706367.90,3972633.10,"tract","4078",15,1,"15",1,"H?","U","JCon","Amphora","Tk","M",5.00,"Y","Sandstone, mica",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
"4079-15-1-35-1",706322.30,3972692.60,"tract","4079",15,1,"35",1,"R","RR","SOpe","Vroom F1B","Tn","F",6.40,"Y","Green glaze on interior and exterior rim",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"4079-15-1-55-1",706322.00,3972681.30,"tract","4079",15,1,"55",1,"R","RI","CPot","Vroom CW2E","M","M",5.50,"Y","Brown glaze on interior","Pink Provencal cooking pot fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4080-14-1-45-1",706335.90,3972638.90,"tract","4080",14,1,"45",1,"B","U","LOpe","Vroom F2","M","F",3.20,"Y","White glaze on interior and exterior/decoration interior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4080-14-1-45-2",706335.80,3972635.30,"tract","4080",14,1,"45",2,"B","U","JCon","Vroom CW8D","M","F",7.40,"Y","Traces of green brown glaze",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4080-14-1-45-3",706335.60,3972631.80,"tract","4080",14,1,"45",3,"Ba","BR","LOpe","Vroom F2","M","F",3.60,"Y","Grey glaze interior and exterior/decoration interior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4080-15-1-45-1",706320.60,3972634.00,"tract","4080",15,1,"45",1,"H","HV","JCon","LRA","M","M",6.00,"Y","LRA","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4080-15-1-45-2",706319.80,3972632.40,"tract","4080",15,1,"45",2,"B","U","JCon","LRA","M","F",5.70,"Y","LRA; finely ridged on exterior","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4080-15-1-45-3",706320.70,3972636.50,"tract","4080",15,1,"45",3,"B","U","JCon","LRA 2","M","F",2.60,"Y","LRA 2; Finely ridged on exterior","LRA 2 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4080-15-1-45-4",706321.60,3972636.90,"tract","4080",15,1,"45",4,"B","U","JCon","LRA 2","M","F",2.70,"Y","LRA 2; Finely ridged on exterior","LRA 2 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4080-15-1-85-1",706321.40,3972598.00,"tract","4080",15,1,"85",1,"B","U","LOpe","Vroom F2","M","F",3.00,"Y","White glaze on interior and exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4080-17-1-35-1",706304.70,3972643.20,"tract","4080",17,1,"35",1,"T?","U","Oth","U","Tk","F",12.50,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,40
"4080-17-1-35-2",706304.80,3972643.60,"tract","4080",17,1,"35",2,"B","U","Clo","U","Tn","F",6.20,"Y","Coarseware; combed decoration on exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"4080-17-1-35-3",706305.40,3972640.50,"tract","4080",17,1,"35",3,"R","RE","SOpe","Vroom F23","Tn","F",2.70,"Y","Brown glaze on interior and exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0
"4081-14-1-95-1",706333.80,3972504.50,"tract","4081",14,1,"95",1,"B","U","JCon","LRA 2","M","M",4.20,"Y","LRA 2; fine ridging on exterior","LRA 2 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4081-15-1-55-1",706319.40,3972537.50,"tract","4081",15,1,"55",1,"B","U","JCon","Vroom CW8D","M","F",8.10,"Y","Green glaze on interior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4081-15-1-75-1",706318.10,3972516.90,"tract","4081",15,1,"75",1,"H","HV","JCon","Amphora","M","M",4.20,"Y",,"LRA 1 fabric?",0,0,0,0,0,0,0,0,0,0,0,0,10,10,80,0,0,0,0,0,0,0
"4081-15-1-75-2",706318.30,3972520.30,"tract","4081",15,1,"75",2,"B","U","JCon?","LRA?","M","F",2.80,"Y","LRA? Fine ribbing on exterior","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4081-5-1-65-1",706272.80,3972528.80,"tract","4081",5,1,"65",1,"B","U","U","U","M","C",5.00,"Y","Overfired","MIC?",0,0,20,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"4082-14-1-35-1",706334.30,3972461.40,"tract","4082",14,1,"35",1,"H","HV","U","U","M","F",5.20,"Y",,"similar to LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4082-14-1-35-2",706333.80,3972462.10,"tract","4082",14,1,"35",2,"B","U","JCon","LRA?","M","F",4.90,"Y","LRA? Faintly ribbed exterior","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4082-14-1-35-3",706333.00,3972463.10,"tract","4082",14,1,"35",3,"B","U","JCon","LRA 2","M","M",3.20,"Y","LRA 2; fine ridging on exterior","LRA 2 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4082-14-1-35-4",706333.40,3972464.10,"tract","4082",14,1,"35",4,"R","RF","LOpe","ESC","M","F",2.10,"Y","ESC; Red slip interior and exterior","ESC fabric",0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0
"4082-15-1-35-1",706318.70,3972462.70,"tract","4082",15,1,"35",1,"B","U","JCon","LRA","M","F",7.00,"Y","LRA; faintly ribbed exterior","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4082-15-1-55-1",706317.90,3972448.50,"tract","4082",15,1,"55",1,"H","HV","JCon","LRA 1-2","M","M",6.60,"Y","LRA 1-2","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4082-15-1-65-1",706319.30,3972431.50,"tract","4082",15,1,"65",1,"B","Car","U","U","Tn","M",4.60,"Y","Glaze on interior","Micaceous cooking pot fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4082-17-1-5-1",706304.10,3972490.20,"tract","4082",17,1,"5",1,"L","U","CPot","U","M","C",6.50,"Y","Small ovoid leg","MUT",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4082-17-1-55-1",706303.80,3972442.70,"tract","4082",17,1,"55",1,"B","U","JCon?","LRA?","Tn","M",3.70,"Y","LRA? Faintly ribbed exterior","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4082-18-1-15-1",706287.90,3972487.20,"tract","4082",18,1,"15",1,"H","HV","JCon?","U","M","M",7.30,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
"4082-18-1-75-1",706287.60,3972423.50,"tract","4082",18,1,"75",1,"H","HV","JCon?","LRA 1-2?","M","F",8.50,"Y","LRA 1-2?","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4082-5-1-25-1",706272.30,3972470.40,"tract","4082",5,1,"25",1,"R","RE","LOpe","Basin","M","F",5.50,"Y","Coarseware type 'everted rim'; rolled rim",,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
"4082-5-1-25-2",706272.30,3972475.80,"tract","4082",5,1,"25",2,"B","U","JCon","LRA?","M","F",2.90,"Y","LRA? Fine ribbing on exterior","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4082-5-1-95-1",706273.90,3972406.00,"tract","4082",5,1,"95",1,"H","HV","JCon","Jug","Tn","F",8.40,"Y","Coarseware",,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
"4082-5-1-95-2",706273.60,3972409.90,"tract","4082",5,1,"95",2,"R?","RF?","JCon","LR 5?","M","M",5.20,"Y","Not identified amphora (variant of LR 5 amphora?), rim; truncated-conical profile of the neck, rim with slight grooves on the outer surface; D. 10 cm, H. 4.2 cm. Very rough and soft reddish yellow clay (7.5YR 6/4).",,0,0,0,0,0,0,0,0,0,0,0,0,10,20,70,0,0,0,0,0,0,0
"4083-14-1-15-1",706332.70,3972389.90,"tract","4083",14,1,"15",1,"R","RR","U","U","M","F",4.50,"Y","Incised line under exterior rim",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"4083-14-1-45-1",706334.40,3972362.00,"tract","4083",14,1,"45",1,"B","U","Pith","Vroom P3A","Tk","M",14.80,"Y","Two plastic bands on exterior/green glaze on interior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4083-14-1-55-1",706334.40,3972350.00,"tract","4083",14,1,"55",1,"B","U","Pith","Vroom P3","Tk","C",8.50,"Y","Two plastic bands on exterior/three prefired incised lines -potter's marks?","Late MUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4083-14-1-55-2",706333.50,3972347.00,"tract","4083",14,1,"55",2,"B","U","Pith","Vroom P3","Tk","C",9.70,"Y","Two plastic bands on exterior/three prefired incised lines -potter's marks?/joins sherd 1","Late MUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4083-15-1-45-1",706318.70,3972364.70,"tract","4083",15,1,"45",1,"B","U","SOpe","Vroom F17","Tn","F",2.00,"Y","White glaze on interior and exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4083-15-1-95-1",706318.10,3972315.20,"tract","4083",15,1,"95",1,"R","RI","LOpe","Vroom CW1B","M","F",4.70,"Y","Green glaze on interior and exterior rim",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4083-15-1-95-2",706317.60,3972309.90,"tract","4083",15,1,"95",2,"B","U","LOpe","Vroom CW1B","M","F",4.30,"Y","Green glaze on interior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4083-17-1-95-1",706303.20,3972316.40,"tract","4083",17,1,"95",1,"R","RR","LOpe","Vroom CW1B","M","F",7.30,"Y","Yellow glaze on interior and exterior rim",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4083-18-1-25-1",706288.30,3972378.20,"tract","4083",18,1,"25",1,"R and H","HV","JCon","U","M","C",6.10,"Y","Thin ovoid strap handle","SAT",0,0,0,15,15,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"4083-18-1-25-2",706287.10,3972381.70,"tract","4083",18,1,"25",2,"H","HV","JCon","LRA?","M","F",5.00,"Y","LRA?","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4083-18-1-45-1",706288.30,3972357.90,"tract","4083",18,1,"45",1,"H","U","JCon","Jug","M","F",6.50,"Y","Coarseware",,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0
"4083-18-1-85-1",706288.10,3972325.10,"tract","4083",18,1,"85",1,"H","HV","JCon","LRA 1-2","M","M",7.20,"Y","LRA 1-2","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4083-5-1-45-1",706272.40,3972357.40,"tract","4083",5,1,"45",1,"B","U","CPot","Vroom CW2A","Tn","M",3.20,"Y","Brown glaze on interior","Micaceous Siphnian cooking pot fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4088-17-1-65-1",706230.10,3972308.80,"tract","4088",17,1,"65",1,"H","HV","JCon?","Jug?","M","F",6.20,"Y","Coarseware",,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
"4088-18-1-65-1",706244.20,3972317.10,"tract","4088",18,1,"65",1,"B","U","U","U","Tk","M",8.20,"Y","Plastic band on exterior/brown-green glaze on interior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4089-17-1-15-1",706230.00,3972358.00,"tract","4089",17,1,"15",1,"R","RF","SOpe","U","Tn","F",6.10,"Y","Coarseware. Reddish-yellow fine fabric (7.5 yr 7/6)",,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
"4089-18-1-85-1",706244.70,3972431.80,"tract","4089",18,1,"85",1,"R","RE","LOpe","PRS 1D","Tn","F",6.20,"Y","LRC; type 1D","PRS fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4090-14-1-5-1",706201.40,3972454.60,"tract","4090",14,1,"5",1,"B","U","U","U","M","F",3.50,"Y","Incised wavy line on exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"4090-15-1-15-1",706215.30,3972458.80,"tract","4090",15,1,"15",1,"H","HV","JCon","LRA 1-2","M","F",8.50,"Y","LRA 1-2","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4090-17-1-65-1",706231.30,3972510.20,"tract","4090",17,1,"65",1,"B","U","JCon","LRA 2","M","F",3.00,"Y","LRA 2; Finely ridged on exterior","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4090-17-1-65-2",706230.20,3972513.30,"tract","4090",17,1,"65",2,"B","U","JCon","LRA 2","M","F",4.70,"Y","LRA 2; Finely ridged on exterior","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4091-5-1-65-1",706261.00,3972607.70,"tract","4091",5,1,"65",1,"H","HV","JCon","LRA 1?","M","M",5.50,"Y","LRA 1?","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4092-17-1-5-1",706231.00,3972642.20,"tract","4092",17,1,"5",1,"B","U","JCon","LRA 2","M","M",6.50,"Y","LRA 2; Finely ridged on exterior","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4092-18-1-5-1",706245.40,3972642.20,"tract","4092",18,1,"5",1,"R","RE?","LOpe","PRS 3?","M","M",4.20,"Y","LRC, type 3?","PRS fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4093-5-1-5-1",706269.20,3972774.30,"tract","4093",5,1,"5",1,"H","HV","JCon","LRA 1-2","M","F",10.50,"Y","LRA 1-2","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4095-15-1-95-1",706172.60,3972637.40,"tract","4095",15,1,"95",1,"H","HV","JCon","LRA 1-2","M","M",12.50,"Y","LRA 1-2",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"4104-14-1-5-1",706053.70,3972229.70,"tract","4104",14,1,"5",1,"B","U","JCon?","LRA 1","Tk","F",7.50,"Y","LRA 1","LRA 1 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4137-14-1-5-1",705895.00,3972379.10,"tract","4137",14,1,"5",1,"H","HV","JCon","LRA 2","M","M",9.50,"Y","LRA 2 fabric; Finely ridged on exterior","LRA 2 fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4138-14-1-15-1",705882.80,3972391.30,"tract","4138",14,1,"15",1,"H","HV","JCon","Jug","M","F",8.00,"Y","Coarseware",,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0
"4144-14-1-45-1",706419.60,3972176.80,"tract","4144",14,1,"45",1,"R","RR","JCon?","LRA 2","Tn","M",7.00,"Y","LRA 2","LRA 2 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4144-14-1-65-1",706404.30,3972175.50,"tract","4144",14,1,"65",1,"R","RR","JCon","LRA 2?","M","F",8.00,"Y",,"LRA 2 fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4144-17-1-5-1",706460.00,3972239.40,"tract","4144",17,1,"5",1,"B","U","Pith","Vroom P3A","Tk","M",5.50,"Y","Plastic rib on exterior/glaze on interior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4144-17-1-5-2",706458.60,3972239.00,"tract","4144",17,1,"5",2,"B","U","JCon","LRA 2?","M","M",7.00,"Y","Joint 3; LRA 2? incised lines on exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"4144-17-1-5-3",706459.50,3972237.80,"tract","4144",17,1,"5",3,"B","U","JCon","LRA 2?","M","M",3.00,"Y","Joint 2; LRA 2? incised lines on exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"4144-18-1-35-1",706439.30,3972224.10,"tract","4144",18,1,"35",1,"R","RE","CPot","U","Tn","M",6.00,"Y","Type 'flat rim', cooking ware; Later fabric? Crystalline quartz, mudstone and biotite inclusions.","OUT(3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,40
"4144-18-1-5-1",706455.70,3972222.40,"tract","4144",18,1,"5",1,"H","HV","CPot?","U","M","M",5.50,"Y","Sharply angled round in section handle","CAL",0,0,10,20,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"4144-29-1-75-1",706387.40,3972207.00,"tract","4144",29,1,"75",1,"H","HV","JCon","LRA 1-2?","M","F",6.20,"Y","LRA 1-2? ribbing on top of handle?","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,30
"4144-39-1-65-1",706391.40,3972192.80,"tract","4144",39,1,"65",1,"H","HV","JCon","LRA 1-2","M","M",8.00,"Y","LRA 1-2; handle scar","similar to LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,30
"4145-39-1-15-1",706360.00,3972189.40,"tract","4145",39,1,"15",1,"R?","RR?","JCon","LRA 2","M","F",3.50,"Y","LRA 2","LRA 2 fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4147-17-1-55-1",706350.60,3972132.90,"tract","4147",17,1,"55",1,"H","HV","Clo","Vroom CW6?","Tk","F",7.90,"Y","Faint rib on top of handle. Micaceous","Late MIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4147-29-1-75-1",706383.40,3972147.90,"tract","4147",29,1,"75",1,"R","U","JCon","ARC 1-2?","M","F",4.10,"Y","Cretan amphora? ledged rim. Some calcite/calcareous inclusions (Cretan amphora, ARC 1-2?)",,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0
"4148-29-1-25-1",706422.50,3972146.70,"tract","4148",29,1,"25",1,"B","U","Pith","Vroom P3A","Tk","M",9.00,"Y","Plastic rib on exterior/pithos?",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4148-29-1-25-2",706418.40,3972147.30,"tract","4148",29,1,"25",2,"B","U","JCon","LRA?","Tn","F",4.50,"Y","LRA? Faint ribbing on exterior","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4148-39-1-65-1",706452.40,3972117.90,"tract","4148",39,1,"65",1,"R","RR","JCon","LRA 2?","M","F",5.80,"Y","LRA 2?","LRA 2 fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4151-14-2-5-1",706269.50,3972076.80,"tract","4151",14,2,"5",1,"B","U","SOpe","Vroom F1A","Tn","F",5.00,"Y","Glaze on interior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"4153-17-1-35-1",706440.20,3971984.70,"tract","4153",17,1,"35",1,"B","U","CPot","Vroom CW2A?","Tn","M",4.60,"Y","Glaze on interior","Micaceous Siphnian cooking pot fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
"4153-17-1-45-1",706445.40,3971984.90,"tract","4153",17,1,"45",1,"B","U","U","U","M","M",4.70,"Y","Rounded plastic decoration on exterior","GRO",0,20,20,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"4153-17-1-45-2",706449.40,3971984.60,"tract","4153",17,1,"45",2,"R","RF","CPot","Vroom CW2C","Tn","M",2.00,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
"4157-14-1-15-1",706511.20,3971852.10,"tract","4157",14,1,"15",1,"H","HV","JCon","Vroom A2","M","F",5.50,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0
"4157-14-1-15-2",706511.10,3971843.60,"tract","4157",14,1,"15",2,"R","U","CPot?","U","Tn","F",3.60,"Y","Cooking ware?",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
"4158-39-1-55-1",706495.10,3971987.80,"tract","4158",39,1,"55",1,"B","U","JCon","LRA 2?","M","F",8.10,"Y","Finely ridged on exterior","LRA 2 fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"4159-14-1-65-1",706514.40,3972089.80,"tract","4159",14,1,"65",1,"R?","U","CPot","U","Tn","M",4.20,"Y","Cooking ware",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
"4159-18-1-25-1",706472.60,3972117.60,"tract","4159",18,1,"25",1,"R","U","LOpe","Vroom F2","M","M",4.80,"Y","Glaze interior and exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4161-29-1-25-1",706491.20,3972246.00,"tract","4161",29,1,"25",1,"B","U","Clo","Vroom CW7F?","M","M",7.50,"Y","Incised lines on exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,70,10,0,0,0
"4161-29-1-5-1",706490.50,3972223.30,"tract","4161",29,1,"5",1,"H","HH","U","U","M","M",5.00,"Y","Upswung horizontal handle from a medium- sized vessel; round in section. (Petrography Sample ASP 175).","GROa",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4162-39-1-85-1",706577.60,3972203.40,"tract","4162",39,1,"85",1,"H","HV","U","U","Tn","F",7.00,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,40
"4163-14-1-55-1",706593.30,3972142.30,"tract","4163",14,1,"55",1,"Ba","BF","U","U","M","C",7.00,"Y","Medium sized vessel (base diameter 13 cm); high fired","SAT",0,0,0,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"4163-17-1-65-1",706560.30,3972159.00,"tract","4163",17,1,"65",1,"H","HV","JCon","Vroom CW7D?","M","F",8.20,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"4163-17-1-65-10",706562.00,3972155.00,"tract","4163",17,1,"65",10,"B","U","CPot","Vroom CW2A","M","F",5.30,"Y","Glaze on interior","Micaceous Siphnian cooking pot fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4163-17-1-65-11",706560.50,3972151.90,"tract","4163",17,1,"65",11,"B","U","CPot","Vroom CW2A","M","F",6.80,"Y","Glaze on interior","Micaceous Siphnian cooking pot fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4163-17-1-65-12",706561.60,3972152.70,"tract","4163",17,1,"65",12,"B","U","CPot","Vroom CW2A","Tn","F",3.90,"Y","Glaze on interior","Micaceous Siphnian cooking pot fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"4163-17-1-65-13",706561.30,3972151.70,"tract","4163",17,1,"65",13,"B","U","LOpe?","Vroom CW1C","M","F",7.60,"Y","Plastic band on exterior/brown-green glaze on interior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
