"UID","Xsugg","Ysugg","Type","Unit","Walker","PassGrid","Section","SherdNo","VesselPart","PartType","VesselType","OtherType","Thickness","Coarseness","MaxSize","Feature","Comments","FabricType","MNLN","FNEB1","EB2","LPrePal","FPal","SPal","TPal","PPalPG","Geom","Arch","Class","Hell","ERom","MRom","LRom","EByz","MByz","EVen","MVen","LVen","Recent","Other"
"10023-60-1-65-1",706916.00,3971321.50,"tract","10023",60,1,"65",1,"B","U","JCon","Vroom A2?","M","M",8.10,"Y","Finely ridged exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,35,35,0,0,0,0
"10024-42-1-45-1",706948.60,3971241.30,"tract","10024",42,1,"45",1,"B","U","JCon","LRA 2?","M","M",5.10,"Y","LRA 2? Finely ridged exterior","LRA 2 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10024-42-1-45-2",706949.50,3971232.90,"tract","10024",42,1,"45",2,"B","U","JCon","LRA 1?","M","F",5.30,"Y","LRA 1? Wide horizontal ridges/ribbing on exterior","LRA 1 fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10024-42-1-45-3",706949.20,3971233.30,"tract","10024",42,1,"45",3,"R?","U","JCon","LRA","M","F",6.00,"Y","LRA","similar to LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10028-2-1-15-1",706672.40,3971407.00,"tract","10028",2,1,"15",1,"H","HH","U","U","M","C",3.90,"Y","Rounded section; high fired","SAT",0,0,0,10,20,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10028-2-1-25-1",706681.20,3971407.40,"tract","10028",2,1,"25",1,"H","HH?","U","U","M","C",3.40,"Y","Ovoid section handle; high fired","SAT",0,0,0,10,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"10028-2-1-35-1",706689.80,3971406.00,"tract","10028",2,1,"35",1,"L","U","CPot","U","M","C",4.50,"Y","Small leg with curve of body still retained","CAL(b-c?)",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10028-2-1-35-2",706687.60,3971405.90,"tract","10028",2,1,"35",2,"B","U","U","U","M","C",6.10,"Y","Red paint on exterior; medium sized vessel","MUT",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10028-2-1-65-1",706723.30,3971407.40,"tract","10028",2,1,"65",1,"H","HH","U","U","M","C",9.90,"Y","Medium sized vessel with fully preserved handle","CAL(b-c?)",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10028-42-1-15-1",706661.20,3971465.00,"tract","10028",42,1,"15",1,"B","U","JCon","LRA?","M","F",5.20,"Y","LRA? Wide horizontal ridges/ribbing on exterior","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10028-42-1-25-1",706667.40,3971465.30,"tract","10028",42,1,"25",1,"R?","U","LOpe","PRS 3","M","M",4.70,"Y","LRC type 3","PRS fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10028-42-1-45-1",706673.60,3971464.00,"tract","10028",42,1,"45",1,"B","U","U","U","Tn","C",6.10,"Y","Medium sized, thin walled vessel","SAT",0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10028-42-1-45-2",706673.50,3971464.30,"tract","10028",42,1,"45",2,"Ba","BF","LOpe?","U","Tk","C",8.30,"Y","Base fragment (diameter 25 cm) with finger impressions on the interior. (petrography sample ASP3)","SAT",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10028-48-1-45-1",706692.40,3971450.10,"tract","10028",48,1,"45",1,"B","U","JCon","LRA","Tn","F",2.70,"Y","LRA; finely ridged exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10028-48-1-45-2",706692.50,3971451.00,"tract","10028",48,1,"45",2,"Ba","BF","U","U","M","C",5.10,"Y","Coarseware; Medium sized vessel","SAT",0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10028-48-1-45-3",706694.10,3971450.00,"tract","10028",48,1,"45",3,"B","U","JCon","LRA 5-6","M","M",8.00,"Y","LRA 5/6 Wide horizontal ridges/ribbing on exterior","LRA 5/6 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10028-60-1-65-1",706695.30,3971435.70,"tract","10028",60,1,"65",1,"B","U","U","U","M","C",5.90,"Y","Medium sized vessel wall; incised line on exterior","SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10028-60-1-65-2",706694.40,3971436.50,"tract","10028",60,1,"65",2,"B","U","U","U","Tn","C",4.10,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"10028-60-1-65-3",706696.60,3971435.50,"tract","10028",60,1,"65",3,"Ba","BD","U","U","M","C",9.20,"Y","Slight disc base of medium sized vessel (base diameter c. 10 cm); Differential tempering on base and walls","SAT",0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10028-70-1-25-1",706675.10,3971420.20,"tract","10028",70,1,"25",1,"B","U","U","U","Tn","F",3.90,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"10028-70-1-75-1",706722.20,3971420.60,"tract","10028",70,1,"75",1,"H","HH","U","U","M","C",7.40,"Y","Medium sized vessel; extra clay added over handle","MIC",0,0,25,0,0,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10028-70-1-95-1",706740.60,3971422.20,"tract","10028",70,1,"95",1,"B","U","CPot","U","Tn","M",3.30,"Y","Cooking ware. Mica, calcite; fine fabric",,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,50
"10029-42-1-25-1",706625.20,3971465.30,"tract","10029",42,1,"25",1,"Ba","U","CPot?","U","M","C",5.10,"Y","Incised mark above base / Possible tripod leg scar on base?","CAL(b-c?)",0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10029-48-1-45-1",706607.50,3971451.10,"tract","10029",48,1,"45",1,"B","U","U","U","Tk","C",8.30,"Y","Raised horizontal band",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"10029-48-1-45-2",706612.60,3971449.40,"tract","10029",48,1,"45",2,"H?","U","JCon","LRA 1-2","M","F",6.10,"Y","LRA 1-2; Half a handle or a rounded rim","LRA 1-2 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10029-60-1-5-1",706650.40,3971435.60,"tract","10029",60,1,"5",1,"H","HV","JCon?","LRA?","M","F",5.60,"Y","LRA? Attached to body","similar to LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,20
"10030-60-1-85-1",706477.30,3971436.00,"tract","10030",60,1,"85",1,"B","U","JCon","LRA 2","M","M",5.30,"Y","LRA 2; Finely ridged exterior","LRA 2 fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"1003-3-1-15-1",706762.30,3972931.60,"tract","1003",3,1,"15",1,"B","U","CPot","Vroom CW2E","M","M",4.90,"Y","Interior glaze, exterior partial glaze","Pink Provencal cooking pot fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"1003-3-1-15-2",706763.40,3972928.70,"tract","1003",3,1,"15",2,"R","U","U","U","M","F",3.90,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,90
"1003-3-1-15-3",706763.10,3972927.00,"tract","1003",3,1,"15",3,"B","U","JCon","Vroom CW17","M","F",4.70,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"10035-60-1-35-1",706533.20,3971489.80,"tract","10035",60,1,"35",1,"B","U","Pith","U","Tk","C",18.70,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,10,10,10,20,10
"10036-42-1-45-1",706610.30,3971477.70,"tract","10036",42,1,"45",1,"Sp?","U","JCon","U","M","M",5.40,"Y","Possible spout fragment; of bridge spouted jar?","MUT(b?)",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10036-42-1-65-1",706622.80,3971477.60,"tract","10036",42,1,"65",1,"R","U","Pith","Pithos","Tk","C",10.10,"Y","Like KIP PT1C/12C? Triangular rim section; similar to 3575","SAT",0,0,0,20,20,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"10038-42-1-85-1",707036.30,3971408.50,"tract","10038",42,1,"85",1,"B","U","U","U","M","F",7.60,"Y","Chalky orange - poorly fired? Colour rubs off",,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,70
"10038-42-1-85-2",707035.50,3971412.30,"tract","10038",42,1,"85",2,"B","U","JCon","LRA?","M","F",9.00,"Y","LRA? Wide horizontal ridges/ribbing on exterior","similar to LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10038-42-1-85-3",707036.60,3971410.20,"tract","10038",42,1,"85",3,"H","U","JCon","Amphora","M","M",5.40,"Y","Handle attachment?","similar to LRA 4 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10038-42-1-85-4",707035.30,3971413.00,"tract","10038",42,1,"85",4,"B","Sho","JCon","LRA 4?","M","M",11.70,"Y","LRA 4? Curved portion -- base/neck? Wide horizontal ridges exterior","LRA 4 fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10038-42-1-85-5",707035.30,3971414.50,"tract","10038",42,1,"85",5,"B","U","JCon","Amphora","M","M",14.00,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,70
"10038-42-1-95-1",707036.10,3971402.30,"tract","10038",42,1,"95",1,"B","U","JCon","LRA?","M","F",6.00,"Y","LRA? Chalky orange; wide horizontal ridges/ribbing on exterior","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10038-42-1-95-2",707035.90,3971407.70,"tract","10038",42,1,"95",2,"B","U","JCon","Amphora","M","M",6.90,"Y","Wide horizontal ridges/ribbing on exterior","Micaceous amphora fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,30
"10038-48-1-95-1",707000.00,3971398.70,"tract","10038",48,1,"95",1,"B","U","JCon","LRA?","M","F",6.50,"Y","LRA? Narrow horizontal ridges/ribbing exterior","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10038-48-1-95-2",706999.70,3971406.90,"tract","10038",48,1,"95",2,"B","U","JCon","LRA?","M","F",3.50,"Y","LRA? Wide horizontal ridges/ribbing on exterior","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10038-48-1-95-3",707000.40,3971406.20,"tract","10038",48,1,"95",3,"B","U","JCon","LRA?","M","F",5.30,"Y","LRA? Wide horizontal ridges/ribbing on exterior","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10038-48-1-95-4",707001.20,3971406.60,"tract","10038",48,1,"95",4,"B","Sho","JCon","LRA","M","F",10.90,"Y","Shoulder/neck; mica","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10039-42-1-15-1",707036.40,3971385.40,"tract","10039",42,1,"15",1,"B","U","JCon","LRA","M","F",5.50,"Y","LRA; wide horizontal ridges/ribbing exterior","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10039-42-1-15-2",707035.20,3971384.30,"tract","10039",42,1,"15",2,"B","U","JCon","LRA","M","M",4.50,"Y","LRA; wide horizontal ridges/ribbing exterior; very worn","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10039-42-1-5-1",707036.40,3971391.80,"tract","10039",42,1,"5",1,"B","U","U","U","M","F",6.50,"Y","Shallow horizontal ridges/ribbing exterior",,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,70
"10039-42-1-5-2",707036.10,3971391.20,"tract","10039",42,1,"5",2,"B/H?","U","U","U","M","F",8.70,"Y","Handle attachment?",,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,70
"10039-42-1-55-1",707035.90,3971350.70,"tract","10039",42,1,"55",1,"B","U","Clo","Vroom CW7D","M","M",4.70,"Y","Exterior incised decoration: horizontal lines form bands",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"10039-48-1-35-1",707000.90,3971364.90,"tract","10039",48,1,"35",1,"B","U","JCon","Amphora","M","M",10.20,"Y","Slight ridges exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,80
"10039-48-1-35-2",707001.40,3971370.30,"tract","10039",48,1,"35",2,"B","U","JCon","Amphora","M","M",6.60,"Y","Slight ridges exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,80
"10039-48-1-35-3",707000.20,3971361.20,"tract","10039",48,1,"35",3,"B","U","JCon","LRA","M","F",6.00,"Y","LRA; wide horizontal ridges/ribbing exterior","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10039-48-1-35-4",707000.80,3971366.20,"tract","10039",48,1,"35",4,"B","U","JCon","LRA","M","M",5.00,"Y","LRA; wide horizontal ridges/ribbing exterior","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10039-48-1-35-5",707001.50,3971365.60,"tract","10039",48,1,"35",5,"B","U","JCon","LRA","M","M",3.30,"Y","LRA","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10039-48-1-35-6",707000.80,3971367.80,"tract","10039",48,1,"35",6,"H","U","U","U","M","M",3.60,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"10039-48-1-35-7",707000.10,3971364.50,"tract","10039",48,1,"35",7,"B","U","JCon","Amphora","M","F",7.50,"Y","Wide horizontal ridges/ribbing exterior; chalky orange","LRA fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10039-60-1-15-1",707018.70,3971383.20,"tract","10039",60,1,"15",1,"H","HV","JCon","Amphora","M","F",9.70,"Y","Attached to body",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
"10039-70-1-55-1",706983.30,3971344.00,"tract","10039",70,1,"55",1,"R?","U","LOpe","ARS Hayes 104","Tn","F",5.00,"Y","Plate. ARS type Hayes 104","ARS fabric D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10041-70-1-95-1",707068.10,3971350.70,"tract","10041",70,1,"95",1,"B","U","JCon","LRA 1?","M","M",7.00,"Y","LRA 1?Narrow horizontal ridges/ribbing exterior","LRA 1 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10041-70-1-95-2",707067.10,3971344.90,"tract","10041",70,1,"95",2,"B","U","JCon","LRA 2?","M","M",3.50,"Y","LRA 2? finely ridged on exterior","LRA 2 fabric?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10042-48-1-45-1",707081.50,3971399.10,"tract","10042",48,1,"45",1,"Ba","BP","JCon","Amphora","M","M",4.00,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0
"10042-60-1-45-1",707097.80,3971396.90,"tract","10042",60,1,"45",1,"H","U","JCon","Kapitan 1-2","M","M",4.50,"Y","Next to type (Kapitan 1-2) Fluted.","Aegean amphora fabric",0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,0,0,0,0,0
"10042-70-1-45-1",707066.70,3971400.50,"tract","10042",70,1,"45",1,"R?","RR","JCon","LRA 2","M","M",6.60,"Y","LRA 2","LRA 2 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10046-42-1-25-1",706766.40,3971105.30,"tract","10046",42,1,"25",1,"B","U","U","U","M","M",7.00,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"10046-70-1-55-1",706738.30,3971150.40,"tract","10046",70,1,"55",1,"B","U","JCon","Amphora","M","M",9.80,"Y","African amphora, slip on exterior","African (Tunisian) amphora fabric",0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0
"10050-60-1-95-1",706532.00,3971057.00,"tract","10050",60,1,"95",1,"H","U","JCon","Vroom CW8G","Tk","F",4.10,"Y","Green glaze on interior and exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"10062-70-1-85-1",707333.40,3971121.70,"tract","10062",70,1,"85",1,"B","U","U","U","M","C",9.60,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"1006-6-1-25-1",706891.10,3972754.70,"tract","1006",6,1,"25",1,"R","U","U","U","M","F",3.90,"Y",,,0,0,0,0,0,0,0,0,0,0,0,20,50,30,0,0,0,0,0,0,0,0
"1008-6-1-15-1",706893.70,3972926.10,"tract","1008",6,1,"15",1,"R?","U","U","U","M","M",2.60,"Y","Small everted rim?","Late SAT?",0,0,10,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
"10087-70-1-95-1",706698.60,3970989.30,"tract","10087",70,1,"95",1,"R","RR","JCon","LRA 2","M","M",5.00,"Y","LRA 2","LRA 2 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10102-42-1-45-1",707426.10,3970753.60,"tract","10102",42,1,"45",1,"B","U","JCon","LRA 2?","M","M",5.70,"Y","LRA 2? Finely ridged exterior","LRA 2 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10102-60-1-45-1",707423.60,3970772.70,"tract","10102",60,1,"45",1,"B","U","JCon","Vroom A2","M","M",11.50,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0
"10105-2-1-95-1",707487.10,3970736.80,"tract","10105",2,1,"95",1,"H","U","JCon?","U","M","F",4.90,"Y","Coarseware ? Handle attachment; well-worn",,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0
"10105-2-1-95-2",707489.40,3970735.80,"tract","10105",2,1,"95",2,"Ba","U","Clo","U","M","F",7.70,"Y","Coarseware",,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0
"10105-48-1-65-1",707481.10,3970718.20,"tract","10105",48,1,"65",1,"H or R","U","Pith","U","Tk","M",9.80,"Y","Thick and rounded; slightly flattened",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50
"10105-48-1-65-2",707486.60,3970719.20,"tract","10105",48,1,"65",2,"B","U","JCon","Vroom CW8A","M","F",3.10,"Y","Horizontal ribbing exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"10106-2-1-15-1",707463.70,3970736.80,"tract","10106",2,1,"15",1,"Ba","BF","Clo","Vroom CW7","M","M",6.60,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"10106-2-1-35-1",707441.40,3970735.30,"tract","10106",2,1,"35",1,"B","U","LOpe","Vroom CW1E","M","F",4.70,"Y","Yellow-brown (lead?) glaze interior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"10106-2-1-45-1",707432.90,3970736.50,"tract","10106",2,1,"45",1,"B","U","Pith","Vroom P?","Tk","C",8.10,"Y","Some raised bands; small impressed decoration",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"10106-2-1-5-1",707477.50,3970735.70,"tract","10106",2,1,"5",1,"H","HV","JCon","Vroom CW7D","M","M",8.40,"Y","Attached to body; shallowly fluted; flattened",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"10106-2-1-5-2",707476.30,3970736.20,"tract","10106",2,1,"5",2,"H","HV","JCon","Amphora","M","C",7.50,"Y","Attached to body",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"10106-48-1-15-1",707464.80,3970719.10,"tract","10106",48,1,"15",1,"H","U","U","U","M","M",2.00,"Y","Worn interior rounded shape","GRO",0,30,20,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"10106-48-1-15-2",707462.60,3970719.20,"tract","10106",48,1,"15",2,"H?","U","JCon","Amphora or Jug","M","M",5.00,"Y","Coarseware; straight; peaked",,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0
"10106-48-1-15-3",707465.10,3970719.20,"tract","10106",48,1,"15",3,"B","U","CPot","U","M","C",2.90,"Y","Cooking ware",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
"10106-48-1-15-4",707466.60,3970719.20,"tract","10106",48,1,"15",4,"H","HV","JCon","Amphora or Jug","M","M",3.70,"Y","Coarseware; short and curved; peaked",,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0
"10106-48-1-15-5",707462.20,3970718.80,"tract","10106",48,1,"15",5,"H","HV","JCon","Amphora or Jug","M","M",4.50,"Y","Coarseware; peaked",,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0
"10106-48-1-35-1",707444.70,3970718.90,"tract","10106",48,1,"35",1,"B","U","Pith","Vroom P15?","Tk","C",7.60,"Y","Raised horizontal bands",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"10106-48-1-35-2",707444.90,3970719.40,"tract","10106",48,1,"35",2,"R","U","U","U","M","F",4.00,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,70
"10106-48-1-35-3",707439.30,3970718.70,"tract","10106",48,1,"35",3,"H","U","JCon?","Vroom CW7D","M","M",4.60,"Y","Straight; peaked",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"10106-48-1-35-4",707442.20,3970719.50,"tract","10106",48,1,"35",4,"U","U","U","U","M","M",4.60,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,70
"10106-48-1-35-5",707442.50,3970718.70,"tract","10106",48,1,"35",5,"U","U","U","U","M","F",6.00,"Y","Peach colour, chalky; poorly fired?",,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,70
"10106-48-1-35-6",707446.70,3970718.80,"tract","10106",48,1,"35",6,"H","U","JCon?","LRA?","M","F",5.50,"Y","LRA?","LRA fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10106-60-1-5-1",707471.90,3970700.90,"tract","10106",60,1,"5",1,"B","U","CPot","Vroom CW2","M","F",3.00,"Y","Green glaze interior/exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"10106-60-1-5-2",707478.80,3970701.50,"tract","10106",60,1,"5",2,"H","HV","U","U","M","M",5.60,"Y",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"10106-70-1-25-1",707448.20,3970683.40,"tract","10106",70,1,"25",1,"B","Sho","JCon","LRA 1-2","M","M",6.00,"Y","LRA 1-2; Ribbing on exterior","LRA 1-2 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"10106-70-1-25-2",707448.40,3970684.40,"tract","10106",70,1,"25",2,"B","U","U","U","M","M",5.10,"Y","Incised lines on exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
"10107-70-1-5-1",707365.30,3970684.80,"tract","10107",70,1,"5",1,"B","U","JCon","Vroom A2?","Tk","M",8.00,"Y","Incised lines on exterior","similar to LRA 4 fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,35,35,0,0,0,0
"1011-3-2-65-1",706845.20,3973062.10,"tract","1011",3,2,"65",1,"B","U","Pith","Vroom P3A","Tk","M",18.50,"Y","Exterior plastic ribs",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"1012-3-1-55-1",706932.00,3973071.40,"tract","1012",3,1,"55",1,"H","HV","JCon","Mushroom Rim Amphora","Tk","M",10.00,"Y","Mushroom amphora type ?","RBHF",0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
"1012-5-1-55-1",706962.70,3973075.40,"tract","1012",5,1,"55",1,"Ba","BR","JCon","Rhodian amphora","M","F",5.10,"Y","Rhodian amphora?","Rhodian amphora fabric?",0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0
"1012-6-1-65-1",706947.40,3973085.90,"tract","1012",6,1,"65",1,"B","U","CPot","Vroom CW2C?","Tn","F",2.50,"Y","Exterior slip?",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
"1012-6-1-65-2",706946.50,3973084.00,"tract","1012",6,1,"65",2,"B","U","CPot","Vroom CW2E","M","M",2.60,"Y","Interior glaze, exterior partial glaze","Pink Provencal cooking pot fabric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"10126-48-1-55-1",707470.60,3970636.40,"tract","10126",48,1,"55",1,"B","U","Pith","Vroom P?","Tk","C",4.20,"Y","Impressed marks on raised band exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"10126-48-1-55-2",707464.60,3970636.50,"tract","10126",48,1,"55",2,"R","U","U","U","M","C",4.50,"Y","Slightly raised bands",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"10126-48-1-85-1",707498.20,3970635.90,"tract","10126",48,1,"85",1,"B","U","U","U","Tn","M",2.10,"Y","Finely ridged exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"10128-2-1-95-1",707517.40,3970575.90,"tract","10128",2,1,"95",1,"B","U","U","U","M","C",5.50,"Y","Finely ridged exterior",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"10139-44-1-45-1",707069.20,3970395.70,"tract","10139",44,1,"45",1,"H","HV","JCon","Amphora","M","F",12.10,"Y","Attached to body",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
